pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
10	11	expanded_data	discourse_particle	38	just_e_1043	just	o	May I help you?	No, thank you. I'm just looking. Maybe later I might need your help.	No, thank you. I'm looking. Maybe later I might need your help.	I hope you will! Take your time. We have a lot more upstairs.		P	No, thank you. I'm just looking. Maybe later I might need your help.	nucleus	base	0.9	1.0	20260416	182747895	50	50	200	42	42	34 pesos each.	34 pesos each.	34 pesos each.\nSpeaker 2: Hmm. (sound of opening) How many do you have?\nSpeaker 1: How many would you like?\nSpeaker 2: Only three. I want three.\nSpeaker 1: Okay. Would you like to look at some more?\nSpeaker 2: No. I	-19.9677734375	-21.12890625	-4.991943359375	-5.2822265625	4	4	-19.9677734375	-21.12890625	-4.991943359375	-5.2822265625	1.1611328125	0.290283203125	True	True	I hope you will! Take your time. We have a lot more upstairs.	just	0.290283203125	1.1611328125	0	"Speaker 1: May I help you?
Speaker 2: No, thank you. I'm just looking. Maybe later I might need your help.
Speaker 1: "	"Speaker 1: May I help you?
Speaker 2: No, thank you. I'm looking. Maybe later I might need your help.
Speaker 1: "	Speaker 1
11	12	expanded_data	discourse_particle	43	just_e_2762	just	o	Hi, can I help you?	No, thanks. I'm just looking.	No, thanks. I'm looking.	All right. If you need any help, just let me know. My name is Greg.		P	No, thanks. I'm just looking.	nucleus	base	0.9	1.0	20260416	892431323	50	50	200	48	48	OK. Thanks for looking. Is there anything in particular you're after?	ok. thanks for looking. is there anything in particular you're after?	 OK. Thanks for looking. Is there anything in particular you're after?\nSpeaker 2: I don't know. I'm just looking at shoes.\nSpeaker 1:  Well, the ones you've got on, are they comfortable?\nSpeaker 2: Yes, but I want something that's a	-21.710235595703125	-25.99737548828125	-1.4473490397135416	-1.7331583658854166	15	15	-21.710235595703125	-25.99737548828125	-1.4473490397135416	-1.7331583658854166	4.287139892578125	0.285809326171875	True	True	All right. If you need any help, just let me know. My name is Greg.	just	0.285809326171875	4.287139892578125	0	"Speaker 1: Hi, can I help you?
Speaker 2: No, thanks. I'm just looking.
Speaker 1: "	"Speaker 1: Hi, can I help you?
Speaker 2: No, thanks. I'm looking.
Speaker 1: "	Speaker 1
12	13	expanded_data	discourse_particle	53	just_e_4632	just	o	She is really pretty, isn't she? Her skin looks so baby-smooth!	Well, it's just that she put a lot of makeup on her face. Actually, natural beauty comes from within.	Well, it's that she put a lot of makeup on her face. Actually, natural beauty comes from within.	Ah, I can smell jealousy in the air.		P	Well, it's just that she put a lot of makeup on her face. Actually, natural beauty comes from within.	nucleus	base	0.9	1.0	20260416	127507524	50	50	200	21	21	Well, it's just that she put a lot of makeup on her face. Actually, natural beauty comes from within.	well, it's just that she put a lot of makeup on her face. actually, natural beauty comes from within.	" Well, it's just that she put a lot of makeup on her face. Actually, natural beauty comes from within.\nSergeant:  ""I want you to make a chart of what you did this week and what you learned from each experience."" That's all? You call this student teaching?\nFirst-time"	-9.535505294799805	-16.31259536743164	-0.3973127206166585	-0.679691473642985	24	24	-9.535505294799805	-16.31259536743164	-0.3973127206166585	-0.679691473642985	6.777090072631836	0.2823787530263265	True	True	Ah, I can smell jealousy in the air.	just	0.2823787530263265	6.777090072631836	0	"Speaker 1: She is really pretty, isn't she? Her skin looks so baby-smooth!
Speaker 2: Well, it's just that she put a lot of makeup on her face. Actually, natural beauty comes from within.
Speaker 1: "	"Speaker 1: She is really pretty, isn't she? Her skin looks so baby-smooth!
Speaker 2: Well, it's that she put a lot of makeup on her face. Actually, natural beauty comes from within.
Speaker 1: "	Speaker 1
13	14	expanded_data	discourse_particle	30	just_e_3966	just	o	Daniel, would you like to have a look at my dorm?__eou__Of course, I'd like to.	It is a small room, just for 4 people.	It is a small room, for 4 people.	What is in it?		P	It is a small room, just for 4 people.	nucleus	base	0.9	1.0	20260416	1247985298	50	50	200	7	7	4 is a good number.	4 is a good number.	4 is a good number.\nSpeaker 1: My classmates are always very noisy.\nSpeaker 2: Loud music and drinking beer in dorm at night? I don't like this kind of thing.\nSpeaker 1: They don't take care of their dorm.\nSpeaker 2: Have you ever lived in dorm?\n	-8.9998779296875	-10.67889404296875	-1.4999796549479167	-1.779815673828125	6	6	-8.9998779296875	-10.67889404296875	-1.4999796549479167	-1.779815673828125	1.67901611328125	0.2798360188802082	True	True	What is in it?	just	0.2798360188802082	1.67901611328125	1	"Speaker 1: Daniel, would you like to have a look at my dorm?
Speaker 2: Of course, I'd like to.
Speaker 1: It is a small room, just for 4 people.
Speaker 2: "	"Speaker 1: Daniel, would you like to have a look at my dorm?
Speaker 2: Of course, I'd like to.
Speaker 1: It is a small room, for 4 people.
Speaker 2: "	Speaker 2
14	15	expanded_data	discourse_particle	39	just_e_1246	just	o	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?		P	No, thanks. I'm just looking.	nucleus	base	0.9	1.0	20260416	1062489368	50	50	200	34	34	Not finding anything of interest, are you?	not finding anything of interest, are you?	 Not finding anything of interest, are you?\nSpeaker 2: Well, you could say that, I suppose.\nSpeaker 1:  Any luck with that? Is there anything in particular you're after?\nSpeaker 2:  I have a particular person in mind, but I'm not sure where	-19.201416015625	-21.7001953125	-2.1334906684027777	-2.4111328125	9	9	-19.201416015625	-21.7001953125	-2.1334906684027777	-2.4111328125	2.498779296875	0.2776421440972223	True	True	We have a special on these skirts this week. Would you like to try one on?	just	0.2776421440972223	2.498779296875	1	"Speaker 1: Good afternoon, ma'am. Can I help you find anything?
Speaker 2: No, thanks. I'm just looking.
Speaker 1: "	"Speaker 1: Good afternoon, ma'am. Can I help you find anything?
Speaker 2: No, thanks. I'm looking.
Speaker 1: "	Speaker 1
15	16	expanded_data	discourse_particle	48	just_e_976	just	o	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.		P	I'm just looking.	nucleus	base	0.9	1.0	20260416	711530636	50	50	200	25	25	50 pounds?	50 pounds?	50 pounds?\nSpeaker 2: Oh no, thanks.\nSpeaker 3: I'll have a pint of Black Velvet, please.\nSpeaker 1: That's it.\nSpeaker 2: That's what I want.\nSpeaker 1: Black is it?\nSpeaker 2: No, it's black leather.\n	-8.669921875	-9.490234375	-2.889973958333333	-3.163411458333333	3	3	-8.669921875	-9.490234375	-2.889973958333333	-3.163411458333333	0.8203125	0.2734375	True	True	If you need any help, let me know.	just	0.2734375	0.8203125	0	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm just looking.
Speaker 1: "	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm looking.
Speaker 1: "	Speaker 1
16	17	expanded_data	discourse_particle	49	just_e_9416	just	o	How many people are traveling with you today, miss?	Just me. I'm traveling alone.	Me. I'm traveling alone.	And how many bags do you have?		P	Just me. I'm traveling alone.	nucleus	base	0.9	1.0	20260416	870165245	50	50	200	21	21	4 seats only?	4 seats only?	4 seats only?\nSpeaker 2: Yes, and is there, can I pay for three people now? And then when I get the other two, I will pay the difference.\nSpeaker 1: Um, okay. Yeah. So, uh, I can't do that because my flight is already, uh,	-16.185546875	-17.267578125	-4.04638671875	-4.31689453125	4	4	-16.185546875	-17.267578125	-4.04638671875	-4.31689453125	1.08203125	0.2705078125	True	True	And how many bags do you have?	just	0.2705078125	1.08203125	1	"Speaker 1: How many people are traveling with you today, miss?
Speaker 2: Just me. I'm traveling alone.
Speaker 1: "	"Speaker 1: How many people are traveling with you today, miss?
Speaker 2: Me. I'm traveling alone.
Speaker 1: "	Speaker 1
17	18	expanded_data	discourse_particle	3	just_e_2798	just	o	Hello, sir. Is there anything I can help you find?	Um ... Uh ... I'm just looking, thanks.	Um ... Uh ... I'm looking, thanks.	Need a gift for your girlfriend or wife?		P	Um ... Uh ... I'm just looking, thanks.	nucleus	base	0.9	1.0	20260416	1422891503	50	50	200	40	40	No worries, thanks for looking around.	no worries, thanks for looking around.	 No worries, thanks for looking around.\nSpeaker 2: Yes, I'm just looking.\nSpeaker 1:  Yes. What is it that you are looking for today?\nSpeaker 2: Nothing. Just looking around, thanks.\nSpeaker 1:  No problem at all.  	-16.6134033203125	-18.6669921875	-2.0766754150390625	-2.3333740234375	8	8	-16.6134033203125	-18.6669921875	-2.0766754150390625	-2.3333740234375	2.0535888671875	0.2566986083984375	True	True	Need a gift for your girlfriend or wife?	just	0.2566986083984375	2.0535888671875	0	"Speaker 1: Hello, sir. Is there anything I can help you find?
Speaker 2: Um ... Uh ... I'm just looking, thanks.
Speaker 1: "	"Speaker 1: Hello, sir. Is there anything I can help you find?
Speaker 2: Um ... Uh ... I'm looking, thanks.
Speaker 1: "	Speaker 1
18	19	expanded_data	discourse_particle	7	just_e_5138	just	o	Do you mind if I ask your friend out?	Of course, but we aren't going out, we're just friends.	Of course, but we aren't going out, we're friends.	Okay, that's good.		P	Of course, but we aren't going out, we're just friends.	nucleus	base	0.9	1.0	20260416	740578275	50	50	200	36	36	1-Have you had the “just friends” talk?	1-have you had the “just friends” talk?	1-Have you had the “just friends” talk?\nSpeaker 2: 2-It's fine, I just want to have fun.\nSpeaker 3: 3-Is your friend interested?\nSpeaker 4: 4-Did he say he didn't want a relationship?\nSpeaker 5: 	-34.65838623046875	-37.71942138671875	-2.8881988525390625	-3.143285115559896	12	12	-34.65838623046875	-37.71942138671875	-2.8881988525390625	-3.143285115559896	3.06103515625	0.2550862630208335	True	True	Okay, that's good.	just	0.2550862630208335	3.06103515625	1	"Speaker 1: Do you mind if I ask your friend out?
Speaker 2: Of course, but we aren't going out, we're just friends.
Speaker 1: "	"Speaker 1: Do you mind if I ask your friend out?
Speaker 2: Of course, but we aren't going out, we're friends.
Speaker 1: "	Speaker 1
19	20	expanded_data	discourse_particle	46	just_e_9397	just	o	Why's the plane shaking?	It's just some turbulence.	It's some turbulence.	I'm scared.		P	It's just some turbulence.	nucleus	base	0.9	1.0	20260416	1597493084	50	50	200	27	27	Don't lie to me, we're going down!	don't lie to me, we're going down!	 Don't lie to me, we're going down!\nI saw the movie, 'A Mighty Wind', the first time around on the movie channel a while back and enjoyed it very much.  It was funny in a subtle way and it even featured the character Mitch, played by Matt Holden, who is a character	-19.153335571289062	-21.946258544921875	-1.741212324662642	-1.995114413174716	11	11	-19.153335571289062	-21.946258544921875	-1.741212324662642	-1.995114413174716	2.7929229736328125	0.2539020885120737	True	True	I'm scared.	just	0.2539020885120737	2.7929229736328125	0	"Speaker 1: Why's the plane shaking?
Speaker 2: It's just some turbulence.
Speaker 1: "	"Speaker 1: Why's the plane shaking?
Speaker 2: It's some turbulence.
Speaker 1: "	Speaker 1
20	21	expanded_data	discourse_particle	49	just_e_9416	just	o	How many people are traveling with you today, miss?	Just me. I'm traveling alone.	Me. I'm traveling alone.	And how many bags do you have?		P	Just me. I'm traveling alone.	nucleus	base	0.9	1.0	20260416	870165245	50	50	200	31	31	8pm?	8pm?	8pm?\nSpeaker 2: [unintelligible 00:00:05]\nSpeaker 1: 6:30pm\nSpeaker 2: Uh-huh. Okay. That's fine. Sorry. I guess I was wrong about 8pm. That was the train that leaves from Toronto and	-13.337890625	-14.09375	-4.445963541666667	-4.697916666666667	3	3	-13.337890625	-14.09375	-4.445963541666667	-4.697916666666667	0.755859375	0.251953125	True	True	And how many bags do you have?	just	0.251953125	0.755859375	1	"Speaker 1: How many people are traveling with you today, miss?
Speaker 2: Just me. I'm traveling alone.
Speaker 1: "	"Speaker 1: How many people are traveling with you today, miss?
Speaker 2: Me. I'm traveling alone.
Speaker 1: "	Speaker 1
21	22	expanded_data	discourse_particle	48	just_e_976	just	o	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.		P	I'm just looking.	nucleus	base	0.9	1.0	20260416	711530636	50	50	200	37	37	15 euros.	15 euros.	15 euros.\nSpeaker 2: That's all right.\nSpeaker 1: Black or brown?\nSpeaker 2: Black.\nSpeaker 1: Black it is, I hope it's no problem for you.\nSpeaker 2: Oh, it isn't a problem at all, it's very kind of you.\n	-7.2890625	-8.03125	-2.4296875	-2.677083333333333	3	3	-7.2890625	-8.03125	-2.4296875	-2.677083333333333	0.7421875	0.2473958333333334	True	True	If you need any help, let me know.	just	0.2473958333333334	0.7421875	0	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm just looking.
Speaker 1: "	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm looking.
Speaker 1: "	Speaker 1
22	23	expanded_data	discourse_particle	50	just_e_12686	just	o	They don't really think you took it, do they?	I don't know. I just know I've never been asked so many questions in my life.	I don't know. I know I've never been asked so many questions in my life.	How many of them were there?		P	I don't know. I just know I've never been asked so many questions in my life.	nucleus	base	0.9	1.0	20260416	1046809369	50	50	200	40	39	16 million dollars worth of questions.	16 million dollars worth of questions.	16 million dollars worth of questions.\nSpeaker 2: Oh well. Then I must be quite an interesting person, for someone to want to know so much about me.\nSpeaker 1: Maybe. Or maybe they think you were involved with the, what was it? A plane crash or something?\nSpeaker 2:	-17.9393310546875	-19.6634521484375	-2.562761579241072	-2.8090645926339284	7	7	-17.9393310546875	-19.6634521484375	-2.562761579241072	-2.8090645926339284	1.72412109375	0.2463030133928567	True	True	How many of them were there?	just	0.2463030133928567	1.72412109375	0	"Speaker 1: They don't really think you took it, do they?
Speaker 2: I don't know. I just know I've never been asked so many questions in my life.
Speaker 1: "	"Speaker 1: They don't really think you took it, do they?
Speaker 2: I don't know. I know I've never been asked so many questions in my life.
Speaker 1: "	Speaker 1
23	24	expanded_data	discourse_particle	48	just_e_976	just	o	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.		P	I'm just looking.	nucleus	base	0.9	1.0	20260416	711530636	50	50	200	4	4	32 euros?	32 euros?	32 euros?\nSpeaker 2: No.\nSpeaker 1: And how much is that?\nSpeaker 2: You see I need a leather bag and a mask.\nSpeaker 1: That's it.\nSpeaker 2: A black one.\nSpeaker 1: Here you are. Take it, what's your	-11.7568359375	-12.490234375	-3.9189453125	-4.163411458333333	3	3	-11.7568359375	-12.490234375	-3.9189453125	-4.163411458333333	0.7333984375	0.244466145833333	True	True	If you need any help, let me know.	just	0.244466145833333	0.7333984375	0	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm just looking.
Speaker 1: "	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm looking.
Speaker 1: "	Speaker 1
24	25	expanded_data	discourse_particle	48	just_e_976	just	o	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.		P	I'm just looking.	nucleus	base	0.9	1.0	20260416	711530636	50	50	200	22	22	10 euros.	10 euros.	10 euros.\nSpeaker 2: I just don't like it.\nSpeaker 1: Don't you like it?\nSpeaker 2: I don't like it.\nSpeaker 1: Well I think you'd look good in it.\nSpeaker 2: Not me.\nSpeaker 1: Who do you look good	-7.146484375	-7.873046875	-2.382161458333333	-2.624348958333333	3	3	-7.146484375	-7.873046875	-2.382161458333333	-2.624348958333333	0.7265625	0.2421875	True	True	If you need any help, let me know.	just	0.2421875	0.7265625	0	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm just looking.
Speaker 1: "	"Speaker 1: Is there anything I can do for you?
Speaker 2: I'm looking for a black, leather bag.
Speaker 1: How's this?
Speaker 2: I'm looking.
Speaker 1: "	Speaker 1
