particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
not	attn	utterance_final	prompt_without	necessity	gold	10	localized	0.1353236897688096	0.0587436241962988	0.2119037553413204	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.1353236897688096	-0.2119037553413204	-0.0587436241962988	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0108604752894075	0.0075002121520057	0.0142207384268092	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0108604752894075	-0.0142207384268092	-0.0075002121520057	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	1	localized	-0.004585826805804	-0.0078454710098783	-0.0013261826017297	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.004585826805804	0.0013261826017297	0.0078454710098783	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.000388869839234	-0.0008043509476343	2.6611269166198963e-05	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.000388869839234	-2.6611269166198963e-05	0.0008043509476343	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.0083504598093358	-0.0122362999955592	-0.0044646196231125	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0083504598093358	0.0044646196231125	0.0122362999955592	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0040854741361287	-0.0044089954036352	-0.0037619528686223	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0040854741361287	0.0037619528686223	0.0044089954036352	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	5	localized	-0.0164276479942343	-0.0172859974318574	-0.0155692985566112	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0164276479942343	0.0155692985566112	0.0172859974318574	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0065899536473195	-0.0069501196920364	-0.0062297876026027	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0065899536473195	0.0062297876026027	0.0069501196920364	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	10	localized	-0.0346161311914723	-0.0408349991299977	-0.028397263252947	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0346161311914723	0.028397263252947	0.0408349991299977	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0023519329971946	-0.0035896650715231	-0.0011142009228662	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0023519329971946	0.0011142009228662	0.0035896650715231	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	1	localized	-0.0030601323709534	-0.0141668440517209	0.0080465793098141	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0030601323709534	-0.0080465793098141	0.0141668440517209	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	1	random_mean	0.000889908045766	-0.0004304343152511	0.0022102504067832	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.000889908045766	-0.0022102504067832	0.0004304343152511	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	3	localized	0.0165849586350929	-0.0054275515934098	0.0385974688635958	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0165849586350929	-0.0385974688635958	0.0054275515934098	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	3	random_mean	0.0111750823373852	0.0077111645929486	0.0146390000818218	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0111750823373852	-0.0146390000818218	-0.0077111645929486	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	5	localized	0.0232154365067509	0.0074074721135234	0.0390234008999783	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0232154365067509	-0.0390234008999783	-0.0074074721135234	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	5	random_mean	0.0222548588420246	0.0218896619167669	0.0226200557672823	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0222548588420246	-0.0226200557672823	-0.0218896619167669	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	10	localized	0.0650536801927981	0.0586431710412075	0.0714641893443886	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0650536801927981	-0.0714641893443886	-0.0586431710412075	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0152840916902457	0.0124445572427898	0.0181236261377016	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0152840916902457	-0.0181236261377016	-0.0124445572427898	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	1	localized	-0.0531032633976471	-0.0772082793590964	-0.0289982474361978	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0531032633976471	0.0289982474361978	0.0772082793590964	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0029118564035805	-0.00499365586519	-0.0008300569419711	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0029118564035805	0.0008300569419711	0.00499365586519	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	3	localized	-0.0794114723050975	-0.1173973986083252	-0.0414255460018698	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0794114723050975	0.0414255460018698	0.1173973986083252	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0535382935852042	-0.0717647296701171	-0.0353118575002914	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0535382935852042	0.0353118575002914	0.0717647296701171	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	5	localized	-0.1213471934419384	-0.1844176598102209	-0.0582767270736558	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.1213471934419384	0.0582767270736558	0.1844176598102209	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0367000319955724	-0.0620012123061821	-0.0113988516849627	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0367000319955724	0.0113988516849627	0.0620012123061821	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	10	localized	-0.1832450491259667	-0.2590184297141913	-0.1074716685377421	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.1832450491259667	0.1074716685377421	0.2590184297141913	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0153002710363775	-0.0233385787252175	-0.0072619633475375	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0153002710363775	0.0072619633475375	0.0233385787252175	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	1	localized	0.0894291200818168	0.0709952669530841	0.1078629732105494	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0894291200818168	-0.1078629732105494	-0.0709952669530841	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	1	random_mean	0.0065967871626837	0.0054636384470272	0.0077299358783401	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0065967871626837	-0.0077299358783401	-0.0054636384470272	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	3	localized	0.1016075627691352	0.077023364316596	0.1261917612216745	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.1016075627691352	-0.1261917612216745	-0.077023364316596	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	3	random_mean	0.0886355302913248	0.0800203001865187	0.0972507603961308	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0886355302913248	-0.0972507603961308	-0.0800203001865187	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	5	localized	0.1439707324617718	0.1068914814774669	0.1810499834460768	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.1439707324617718	-0.1810499834460768	-0.1068914814774669	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	5	random_mean	0.0596490512772366	0.0269875161601502	0.0923105863943229	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0596490512772366	-0.0923105863943229	-0.0269875161601502	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	10	localized	0.1455882011228381	0.0777643718027139	0.2134120304429623	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.1455882011228381	-0.2134120304429623	-0.0777643718027139	patched_minus_baseline
not	resid	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0413653982841659	0.0255749114754357	0.0571558850928962	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0413653982841659	-0.0571558850928962	-0.0255749114754357	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	1	localized	-0.002160647585096	-0.0026711549090793	-0.0016501402611127	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.002160647585096	0.0016501402611127	0.0026711549090793	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	1	random_mean	-7.133426390883094e-05	-0.0001589426472904	1.6274119472800915e-05	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	7.133426390883094e-05	-1.6274119472800915e-05	0.0001589426472904	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	3	localized	-0.0109354691460156	-0.013851468683549	-0.0080194696084821	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0109354691460156	0.0080194696084821	0.013851468683549	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0006681594700582	-0.0008801610866471	-0.0004561578534693	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0006681594700582	0.0004561578534693	0.0008801610866471	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	5	localized	-0.0171637255574139	-0.0218132716212993	-0.0125141794935285	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0171637255574139	0.0125141794935285	0.0218132716212993	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0011520033644246	-0.0013936033671305	-0.0009104033617187	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0011520033644246	0.0009104033617187	0.0013936033671305	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	10	localized	-0.0297656835711549	-0.0372407908663592	-0.0222905762759505	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0297656835711549	0.0222905762759505	0.0372407908663592	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0010094162167803	-0.0011471697051803	-0.0008716627283804	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0010094162167803	0.0008716627283804	0.0011471697051803	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	1	localized	-0.0054966708202281	-0.0097385925595548	-0.0012547490809015	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0054966708202281	0.0012547490809015	0.0097385925595548	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.000368153136462	-0.0009464316640884	0.0002101253911642	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.000368153136462	-0.0002101253911642	0.0009464316640884	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	3	localized	-0.0210354118599733	-0.0331772859793396	-0.0088935377406069	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0210354118599733	0.0088935377406069	0.0331772859793396	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0001648527915889	-0.0012676444170272	0.0009379388338492	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0001648527915889	-0.0009379388338492	0.0012676444170272	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	5	localized	-0.0394249546668663	-0.0461305569926489	-0.0327193523410837	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0394249546668663	0.0327193523410837	0.0461305569926489	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0019088333539492	-0.0023897290998633	-0.0014279376080351	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0019088333539492	0.0014279376080351	0.0023897290998633	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	10	localized	-0.0487839045071198	-0.0639469933961027	-0.0336208156181369	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0487839045071198	0.0336208156181369	0.0639469933961027	patched_minus_baseline
just	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0007790186035142	-0.0030521791519482	0.0014941419449196	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0007790186035142	-0.0014941419449196	0.0030521791519482	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	1	localized	-0.002577735112725	-0.0050676592882848	-8.781093716520228e-05	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.002577735112725	8.781093716520228e-05	0.0050676592882848	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0008516400630716	-0.0017232099992366	1.992987309345416e-05	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0008516400630716	-1.992987309345416e-05	0.0017232099992366	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.0075297424868423	-0.0096524526963479	-0.0054070322773367	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0075297424868423	0.0054070322773367	0.0096524526963479	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0007879545610003	-0.0011730095673354	-0.0004028995546652	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0007879545610003	0.0004028995546652	0.0011730095673354	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	5	localized	-0.0087258440863579	-0.0105857622527734	-0.0068659259199423	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0087258440863579	0.0068659259199423	0.0105857622527734	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0015883150674887	-0.0030581061385194	-0.000118523996458	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0015883150674887	0.000118523996458	0.0030581061385194	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	10	localized	-0.0110696441246649	-0.0158192616970079	-0.0063200265523219	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0110696441246649	0.0063200265523219	0.0158192616970079	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0027576051082308	-0.0039070570305951	-0.0016081531858665	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0027576051082308	0.0016081531858665	0.0039070570305951	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	1	localized	-0.0047051839771512	-0.0115562393541529	0.0021458713998503	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0047051839771512	-0.0021458713998503	0.0115562393541529	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.0005594230110621	-0.0009764740490972	-0.000142371973027	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0005594230110621	0.000142371973027	0.0009764740490972	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	3	localized	-0.0195312776103598	-0.0278245153258816	-0.011238039894838	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0195312776103598	0.011238039894838	0.0278245153258816	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0009510976209307	-0.0021466413739008	0.0002444461320393	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0009510976209307	-0.0002444461320393	0.0021466413739008	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	5	localized	-0.0283463493808355	-0.0448970248433634	-0.0117956739183076	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0283463493808355	0.0117956739183076	0.0448970248433634	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0011063933634668	-0.0037027839182975	0.0014899971913638	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0011063933634668	-0.0014899971913638	0.0037027839182975	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	10	localized	-0.0401585951511855	-0.05104393247123	-0.029273257831141	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0401585951511855	0.029273257831141	0.05104393247123	patched_minus_baseline
just	mlp	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0024491756121061	-0.0049224852985874	2.413407437509402e-05	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260728_expanded_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0024491756121061	-2.413407437509402e-05	0.0049224852985874	patched_minus_baseline
