id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
186	just	Peter, go and tidy up your toys now.__eou__Wait a moment, mom.__eou__I'm mad! I said now! Turn off the TV, and do it now.	Mom, just ten more minutes. The show is going to be over soon.	Mom, ten more minutes. The show is going to be over soon.	Peter, if you don't do it soon, I will throw your toys in the trash can.	-69.99462985992432	-71.79460525512695	-3.181574084542014	-3.418790726434617	22	21	-58.715362548828125	-55.17559731006622	-2.258283174954928	-2.12213835807947	26	26	-339.96613121032715	-338.22534477710724	-3.36600129911215	-3.382253447771072	101	100	True	False	0.23721664189260272	False
244	just	I would like to buy a black suit.__eou__Do you have any special brand in your mind?	No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.	No, I never wear suit in my everyday life. I want one to take part in my sister’s wedding ceremony.	I see. Have a look at this one. It’s very cheap because it’s not very durable.	-127.72756958007812	-127.35313415527344	-4.12024418000252	-4.245104471842448	31	30	-111.80152893066406	-113.31134033203125	-4.140797367802373	-4.19671630859375	27	27	-385.4098129272461	-386.5685806274414	-4.330447336261192	-4.392824779857289	89	88	True	False	0.1248602918399282	False
272	just	Where's the nearest tailor's?	There is one just around the corner.	There is one around the corner.	The jacket is tight in the shoulders and long in the sleeve. What about the price there?	-85.77002930641174	-87.45977067947388	-6.126430664743696	-6.727674667651836	14	13	-96.3077163696289	-95.91072463989258	-3.852308654785156	-3.836428985595703	25	25	-218.48449850082397	-219.7709174156189	-4.1223490283174336	-4.226363796454209	53	52	True	False	0.6012440029081407	False
302	just	Would you like to have some icecream? I've got a variety of flavors for you to choose from. I've got strawberry, peach, chocolate, coffee, vanilla and praline.	Wow! So many choices you have! I wish I could, but I just can't. I'm on a diet to lose weight.	Wow! So many choices you have! I wish I could, but I can't. I'm on a diet to lose weight.	Come on, just a bite. It doesn't really hurt to have just a bite.	-131.2437882423401	-124.3008828163147	-3.8601114188923553	-3.766693418676203	34	33	-95.13349914550781	-94.1707763671875	-3.963895797729492	-3.9237823486328125	24	24	-329.92932868003845	-322.0410039424896	-3.172397391154216	-3.126611688762035	104	103	True	False	-0.09341800021615221	False
325	just	This book I'm reading about Yoga is really interesting.__eou__I didn't know you did Yoga.	I don't really practice it regularly yet, I'm just learning about it.	I don't really practice it regularly yet, I'm learning about it.	What have you learned?	-81.6180477142334	-88.54428672790527	-3.709911259737882	-4.216394606090727	22	21	-33.017268657684326	-31.358358144760132	-3.0015698779713023	-2.85075983134183	11	11	-253.23709440231323	-258.5178506374359	-3.9568296000361443	-4.103457946625967	64	63	True	False	0.5064833463528453	False
351	just	Don't tell me that's your lunch?	No, this is just my appetizer ... this is my lunch!	No, this is my appetizer ... this is my lunch!	A candy bar for an appetizer and a piece of pie for lunch! That's all junk!	-100.09243869781494	-97.59796333312988	-5.004621934890747	-5.1367349122699935	20	19	-102.4018851518631	-100.18242859840393	-3.938534044302427	-3.8531703307078433	26	26	-245.01898300647736	-240.28847908973694	-3.9519190807496347	-3.9391553949137204	62	61	True	False	0.1321129773792462	False
355	just	( A stranger stops to help ) Everything OK?__eou__No! My tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!	I think that's just steam. Your engine's overheated.	I think that's steam. Your engine's overheated.	Do you know a lot about cars?	-91.18697357177734	-95.15914154052734	-4.799314398514597	-5.2866189744737415	19	18	-37.511494636535645	-37.84505820274353	-2.67939247403826	-2.7032184430531094	14	14	-344.4619188308716	-348.79743552207947	-4.5323936688272575	-4.650632473627726	76	75	True	False	0.48730457595914434	False
366	just	How's your new car?__eou__Perfect! Couldn't be better.__eou__You made a good choice, then?	It's just what I want.	It's what I want.	No regrets?	-67.88539123535156	-68.71126556396484	-5.22195317195012	-5.72593879699707	13	12	-40.239654541015625	-33.4002685546875	-4.471072726779514	-3.7111409505208335	9	9	-280.5488529205322	-274.52880096435547	-4.524981498718262	-4.500472146956647	62	61	True	False	0.5039856250469503	False
375	just	Dad, can I have a pet? I did what you said and passed all of my exams.__eou__Then I guess you get to have a pet. Do you know what you want?	I want a dog. My friend Mindy's dog just had puppies and she said I can have one.	I want a dog. My friend Mindy's dog had puppies and she said I can have one.	You know who will be responsible for feeding and cleaning and all of that stuff?	-88.88821315765381	-95.4637622833252	-3.1745790413447788	-3.5356948993824147	28	27	-99.66510701179504	-99.19292867183685	-4.530232136899775	-4.508769485083493	22	22	-349.9369332790375	-356.01671493053436	-3.4993693327903745	-3.5961284336417614	100	99	True	False	0.3611158580376359	False
394	just	Nathan said he didn't have any fun at his new school this week. Do you know why?	I think he hasn't made any new friends yet. He's just a little lonely.	I think he hasn't made any new friends yet. He's a little lonely.	He really misses his friends from our old neighborhood.	-105.57262659072876	-100.24645471572876	-4.398859441280365	-4.358541509379512	24	23	-70.35549545288086	-66.92946243286133	-4.397218465805054	-4.183091402053833	16	16	-254.1767293214798	-245.40304005146027	-3.7378930782570556	-3.6627319410665713	68	67	True	False	-0.04031793190085331	False
407	just	What do you think about half day kindergarten for Stacey?__eou__We could try it for the first few weeks and see if she likes it.	I just think it will be a little difficult for her to be away from home for so long right off the bat.	I think it will be a little difficult for her to be away from home for so long right off the bat.	You have a good point. She hasn't really ever been away from home for longer than a few hours.	-96.84580028057098	-95.21800601482391	-3.2281933426856995	-3.283379517752549	30	29	-77.5052798986435	-77.99105453491211	-2.768045710665839	-2.7853948048182895	28	28	-339.3795599937439	-338.2337737083435	-3.46305673463004	-3.486946120704572	98	97	True	False	0.05518617506684942	False
454	just	Cathy, I'd like to introduce the new microwave stove of mine to you, because it is easy to use.__eou__OK, it so happened I want to buy one.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you just need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?	-190.49976992607117	-192.89236068725586	-3.0725769342914706	-3.162169847332063	62	61	-101.273193359375	-100.21475982666016	-3.4921790813577585	-3.4556813733331087	29	29	-519.9526507854462	-521.286808013916	-3.7677728317785952	-3.805013197181869	138	137	True	False	0.08959291304059258	False
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-95.40673267841339	-104.21136784553528	-5.962920792400837	-6.947424523035685	16	15	-53.38880491256714	-54.21069383621216	-3.813486065183367	-3.872192416872297	14	14	-196.6836143732071	-206.28697180747986	-4.013951313738921	-4.297645245989163	49	48	True	False	0.9845037306348479	True
465	just	Let’s go to Wangfujing by bus.__eou__Better take the subway. It’s faster, and more convenient.__eou__En, where do we pay the fares?	Just go to the ticket office in the subway.	Go to the ticket office in the subway.	Do I have to pay an additional fare to change trains?	-75.20922470092773	-62.06043243408203	-4.700576543807983	-4.137362162272136	16	15	-47.20570755004883	-43.679744720458984	-2.622539308336046	-2.4266524844699435	18	18	-334.130921125412	-317.4764621257782	-3.8852432689001395	-3.7350172014797436	86	85	True	False	-0.5632143815358477	False
472	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-76.56117248535156	-82.03857421875	-4.503598381491268	-5.127410888671875	17	16	-41.759498596191406	-41.197872161865234	-4.639944288465712	-4.577541351318359	9	9	-161.7067108154297	-166.62135696411133	-3.9440661174495046	-4.165533924102784	41	40	True	False	0.6238125071806069	False
476	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-76.56117248535156	-82.03857421875	-4.503598381491268	-5.127410888671875	17	16	-41.759498596191406	-41.197872161865234	-4.639944288465712	-4.577541351318359	9	9	-161.7067108154297	-166.62135696411133	-3.9440661174495046	-4.165533924102784	41	40	True	False	0.6238125071806069	False
482	just	Mike, I'm afraid I can't come back home for dinner tonight.__eou__Not back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	I'm sorry. Our company has opened. There are always too many things to handle. You know that.	You don't have to explain. Suit yourself.	-147.21661376953125	-146.91824340820312	-5.076434957570043	-5.24708012172154	29	28	-66.36212825775146	-65.28920269012451	-4.1476330161094666	-4.080575168132782	16	16	-361.56351470947266	-360.2193794250488	-4.155902467924973	-4.188597435174986	87	86	True	False	0.17064516415149722	False
492	just	Excuse me, but can you tell me the way to the railway station?	Just go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	Go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	About how long will it take me to get there?	-148.9819278717041	-144.84811353683472	-4.381821407991297	-4.3893367738434765	34	33	-57.762675762176514	-59.49164056777954	-3.3978044565986183	-3.499508268692914	17	17	-240.9335069656372	-238.50631642341614	-3.2558582022383407	-3.2672098140193992	74	73	True	False	0.007515365852179379	False
498	just	I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.	-73.2063980102539	-72.7430191040039	-6.655127091841265	-7.274301910400391	11	10	-51.878926515579224	-51.65095520019531	-4.323243876298268	-4.304246266682942	12	12	-156.52605938911438	-155.80931854248047	-3.8177087655881556	-3.8952329635620115	41	40	True	False	0.6191748185591264	False
526	just	Hey! What are you doing here?	I'm just shopping.	I'm shopping.	What are you shopping for?	-71.44393920898438	-69.97616577148438	-6.494903564453125	-6.997616577148437	11	10	-29.17770493030548	-29.648964524269104	-2.43147541085879	-2.470747043689092	12	12	-127.32047379016876	-126.32444822788239	-3.3505387839518095	-3.4141742764292538	38	37	True	False	0.5027130126953123	False
527	just	Hi, I'd like to get your store credit card.__eou__Here's the application form.__eou__I'm finished. Here's the form.	Thank you. Now if you'll just give me a credit card.	Thank you. Now if you'll give me a credit card.	Here's my VISA.	-100.76350700855255	-96.83224785327911	-5.038175350427627	-5.096434097541006	20	19	-65.0111083984375	-62.426116943359375	-5.417592366536458	-5.202176411946614	12	12	-346.46109306812286	-339.9448424577713	-4.441808885488754	-4.41486808386716	78	77	True	False	0.05825874711337864	False
557	just	What's wrong with you?__eou__I feel so tired.__eou__I really recommend you go for a run in the morning.	Why? I'd just be dead tired for the rest of the day.	Why? I'd be dead tired for the rest of the day.	On the contrary! It really refreshes you and gets you ready to attack the day.	-84.40139424800873	-77.91680812835693	-4.01911401180994	-3.8958404064178467	21	20	-73.1290819644928	-79.69909596443176	-3.0470450818538666	-3.3207956651846566	24	24	-318.64138185977936	-318.7387886047363	-3.6625446190779236	-3.7062649837760038	87	86	True	False	-0.12327360539209309	False
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-68.95653533935547	-84.39867401123047	-5.304348872258113	-7.033222834269206	13	12	-112.65931856632233	-111.59435629844666	-4.172567354308234	-4.133124307349876	27	27	-201.17213594913483	-215.52953696250916	-3.8686949220987468	-4.2260693522060615	52	51	True	False	1.7288739620110931	True
570	just	I'm looking for some lipsticks. Do you still have some in peach rose?	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have just two left.	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have two left.	Great. I'll take one.	-134.3197784423828	-136.9359893798828	-4.197493076324463	-4.4172899799962195	32	31	-48.47999572753906	-51.1939697265625	-3.729230440579928	-3.9379976712740383	13	13	-268.85548400878906	-274.1947021484375	-3.89645628998245	-4.032275031594669	69	68	True	False	0.21979690367175664	False
575	just	Can I see the paper when you're through, Sally?	OK. I just want to read the comics.	OK. I want to read the comics.	Take your time.	-83.326904296875	-86.491943359375	-5.2079315185546875	-5.766129557291666	16	15	-40.567646503448486	-42.72222948074341	-4.0567646503448485	-4.272222948074341	10	10	-184.41312074661255	-189.72285509109497	-4.098069349924724	-4.311883070252159	45	44	True	False	0.5581980387369789	False
585	just	Could you show me where the ice cream is located?	Just go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	Go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	This is my first time here.	-152.7434287071228	-152.38963508605957	-3.9164981719775076	-4.0102535548963045	39	38	-59.8367919921875	-60.47705078125	-4.6028301532451925	-4.652080829326923	13	13	-258.29398250579834	-258.531316280365	-3.689914035797119	-3.7468306707299273	70	69	True	False	0.09375538291879693	False
622	just	I think we should do the floors before we work on the curtains and walls.__eou__Why? it doesn't make sense. If we do the floors first, and then paint the walls, we will get paint all over our new floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will just cover everything with drop cloth. I won't get anything on the floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will cover everything with drop cloth. I won't get anything on the floor.	Are you sure?	-225.57625102996826	-225.3167905807495	-4.5115250205993656	-4.598301848586725	50	49	-42.38753128051758	-43.23217010498047	-4.238753128051758	-4.3232170104980465	10	10	-477.52217507362366	-478.1073534488678	-4.012791387173308	-4.051757232617524	119	118	True	False	0.08677682798735908	False
638	just	Hello, do you have any vacancies?	Yes, something just opened up.	Yes, something opened up.	What kind of apartment is it?	-84.0947413444519	-85.13544082641602	-6.4688262572655315	-7.094620068868001	13	12	-71.36827778816223	-65.9187593460083	-5.489867522166326	-5.070673795846792	13	13	-189.795019865036	-185.36891651153564	-4.629146825976488	-4.634222912788391	41	40	True	False	0.6257938116024695	False
683	just	I think this spring is a good time for us to start looking.__eou__We should plan to move out of here before July. I'm tired of living in apartments.	I know, dear. I am too. But we've just been too busy to look for a house.	I know, dear. I am too. But we've been too busy to look for a house.	We need to find a good realtor.	-107.38299560546875	-100.43707275390625	-3.835106985909598	-3.719891583478009	28	27	-45.59798049926758	-45.27664566040039	-3.0398653666178386	-3.0184430440266925	15	15	-351.41090536117554	-344.145875453949	-3.993305742740631	-3.9556997178614823	88	87	True	False	-0.11521540243158901	False
690	just	Hello, are you interested in this Honda?	Hi, I am just looking.	Hi, I am looking.	It's a good car.	-83.24737548828125	-81.61846923828125	-6.403644268329327	-6.8015391031901045	13	12	-46.71135938167572	-44.26397705078125	-3.89261328180631	-3.688664754231771	12	12	-179.43380963802338	-175.3555679321289	-4.376434381415204	-4.383889198303223	41	40	True	False	0.3978948348607778	False
693	just	Miss, may I help you?	Yes, I just wondered why the price between the ninth and tenth floor is so different.	Yes, I wondered why the price between the ninth and tenth floor is so different.	It's because of the view.	-120.9797477722168	-123.5943489074707	-5.040822823842366	-5.373667343803074	24	23	-62.892578125	-61.1376953125	-4.837890625	-4.702899639423077	13	13	-213.87870407104492	-214.73842239379883	-4.19370007982441	-4.294768447875977	51	50	True	False	0.33284451996070796	False
698	just	What is your favorite coffee?__eou__Irish coffee is my favorite. But I'm not particular on it.__eou__All right. Would you make coffee yourself when you are at home?	Not very often. Making coffee is a bit troublesome. Most of the time, I just buy takeout at Starbucks. And also, I quite like instant coffee.	Not very often. Making coffee is a bit troublesome. Most of the time, I buy takeout at Starbucks. And also, I quite like instant coffee.	I think instant coffee is becoming more and more popular. Though its taste is not perfect, it's really cheap and convenient.	-140.21662640571594	-138.5422375202179	-3.5952981129670754	-3.645848355795208	39	38	-108.93057715892792	-108.19703257083893	-3.513889585771868	-3.490226857123836	31	31	-470.85981357097626	-468.4518800973892	-3.79725656105626	-3.8085518707104815	124	123	True	False	0.050550242828132586	False
728	just	Hello, can I help you?__eou__Yes, my engine warning light is on.__eou__How long has it been on for?	Just since today.	Since today.	You can still drive, without problems.	-48.060394287109375	-48.316253662109375	-4.806039428710937	-5.368472629123264	10	9	-69.90892028808594	-69.8159294128418	-4.993494306291852	-4.986852100917271	14	14	-297.68410384655	-297.85576140880585	-4.44304632606791	-4.512966081951603	67	66	True	False	0.5624332004123271	False
731	just	Do you eat a lot of healthy food?	Compared with healthy food, unhealthy food just tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	Compared with healthy food, unhealthy food tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	You have the point. I think cancer is caused by more worry than by the things we consume. Some good things you should try are cranberry juice, wild rice and yoghurt.	-209.69293630123138	-209.53700876235962	-3.956470496249649	-4.029557860814608	53	52	-194.03134536743164	-195.7058868408203	-4.409803303805265	-4.447861064564098	44	44	-435.5619373321533	-437.10551166534424	-3.8545304188686136	-3.902727782726288	113	112	True	False	0.07308736456495879	False
753	just	This is the menu. What would you like to have?	I don't know what to have. If you don't mind, I'll just leave the choice to you.	I don't know what to have. If you don't mind, I'll leave the choice to you.	With pleasure, sir. May I suggest Steamed stuffed buns and deep-fried twisted dough sticks? They are popular breakfast among Chinese people.	-102.39190089702606	-94.23284327983856	-3.530755203345726	-3.365458688565663	29	28	-167.0674341917038	-163.7409679889679	-4.773355262620108	-4.678313371113369	35	35	-311.18354392051697	-299.66481935977936	-3.7491993243435777	-3.6544490165826753	83	82	True	False	-0.16529651478006313	False
756	just	Food is less expensive in a cafeteria, because you serve yourself.__eou__How to do it?	Just pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	Pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	How long will it take to reach the buffet?	-151.4663256406784	-148.2495275735855	-4.327609304019383	-4.360280222752515	35	34	-53.69776153564453	-53.909584045410156	-3.356110095977783	-3.3693490028381348	16	16	-351.4505251646042	-348.47656214237213	-4.338895372402521	-4.3559570267796515	81	80	True	False	0.03267091873313177	False
760	just	Let's decide what to order.__eou__I'll have a hamburger.__eou__The works?	No, just tomatoes, please. And large fries.	No, tomatoes, please. And large fries.	Anything to drink?	-85.28425598144531	-87.77098083496094	-5.016720940085018	-5.485686302185059	17	16	-18.97230052947998	-19.002922534942627	-1.897230052947998	-1.9002922534942628	10	10	-247.62668800354004	-250.16316938400269	-3.993978838766775	-4.101035563672175	62	61	True	False	0.4689653621000405	False
788	just	Excuse me. Does this bus go by Tiananmen square?__eou__Yes, it does.__eou__At which stop should I get off?	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you just push the red button near the rear door if you want to get off.	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you push the red button near the rear door if you want to get off.	Okay, thanks very much.	-176.18590903282166	-182.13963437080383	-3.3242624345815406	-3.5026852763616123	53	52	-53.391738176345825	-53.5392210483551	-4.449311514695485	-4.461601754029592	12	12	-392.30676221847534	-398.4079704284668	-3.5342951551213995	-3.621890640258789	111	110	True	False	0.17842284178007173	False
814	just	Hi, Mikel. What's with you? You look angry.	Nah, I just check my weight, I'm getting fatter.	Nah, I check my weight, I'm getting fatter.	True, you are getting a really pot belly, aren't you?	-99.38288152217865	-97.69831573963165	-4.732518167722793	-4.8849157869815825	21	20	-87.27705359458923	-87.93411588668823	-4.363852679729462	-4.396705794334411	20	20	-248.29555642604828	-247.27684128284454	-4.004767039129811	-4.053718709554828	62	61	True	False	0.1523976192587897	False
820	just	Hello, madam, I am sorry for keeping you waiting so long. Now please follow me and I will show you your table.__eou__Thank you. Is that a window table?	Yes, just as you have ordered.	Yes, as you have ordered.	It's very nice of you.	-82.73908233642578	-76.89384460449219	-5.909934452601841	-5.914911123422476	14	13	-41.31607174873352	-39.161139249801636	-3.178159365287194	-3.0123953269078183	13	13	-303.59078550338745	-295.58626651763916	-4.047877140045166	-3.9944090069951237	75	74	True	False	0.004976670820634688	False
870	just	How do you like the food?__eou__It tastes really great. Did you cook it?__eou__Yes. I made it this afternoon. Would you like some more?	OK, just a little though. I'm really full.	OK, a little though. I'm really full.	Oh. Would you like some soup instead?	-64.09530639648438	-71.30624389648438	-3.560850355360243	-4.194484935087316	18	17	-57.13383865356445	-52.74473762512207	-3.8089225769042967	-3.5163158416748046	15	15	-299.9250235557556	-302.52221524715424	-3.6135545006717544	-3.6892953078921247	83	82	True	False	0.6336345797270733	False
898	just	Can I help you, sir?__eou__Yes. Fill it up, please.__eou__OK. What kind of gas do you want?	I don't really know. I have just bought this new car. And it's the first time I've gotten gas for it.	I don't really know. I have bought this new car. And it's the first time I've gotten gas for it.	We have regular, super, and premium gasoline. This is a new car, so I'd recommend premium.	-124.30189180374146	-129.13021850585938	-3.7667239940527715	-4.0353193283081055	33	32	-89.46444511413574	-89.06720352172852	-3.1951587540762767	-3.180971554347447	28	28	-382.48460853099823	-386.9288343191147	-3.6427105574380785	-3.7204695607607183	105	104	True	False	0.268595334255334	False
906	just	You sure are buying a lot of things online.__eou__Yes, I ordered a camera and some personal care stuff online yesterday. They will be delivered in two weeks.__eou__What are the advantages of buying online?	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's just convenient, like doing it late at night and sometimes it's just fun.	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's convenient, like doing it late at night and sometimes it's fun.	The idea of doing it at night is interesting. Maybe I'll try it some day.	-205.51895701885223	-199.30920696258545	-4.670885386792096	-4.745457308632987	44	42	-84.32769775390625	-85.9826717376709	-3.5136540730794272	-3.582611322402954	24	24	-507.09465777873993	-502.5398817062378	-3.9928713210924403	-4.020319053649902	127	125	True	False	0.07457192184089045	False
925	just	Hello, I want to order an Easy-own package. What would you recommend?__eou__Which function do you use more, making calls or sending short messages?__eou__About the same. But I'm looking for a job, so I have to answer the phone often.	Then I recommend this package to you. You can receive all the calls free by paying just 10 yuan a month.	Then I recommend this package to you. You can receive all the calls free by paying 10 yuan a month.	That's good. How can I order it?	-150.2913818359375	-152.8255615234375	-5.009712727864583	-5.269846949084052	30	29	-45.0034818649292	-42.99983787536621	-2.812717616558075	-2.687489867210388	16	16	-512.3701734542847	-512.9007091522217	-4.379232251746023	-4.421557837519153	117	116	True	False	0.2601342212194684	False
