pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
10	11	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	3	3	911. What's your emergency?	911. what's your emergency?	911. What's your emergency?\nSpeaker 2: I've been attacked.\nSpeaker 1: Who has attacked you?\nSpeaker 2: Someone just broke into my house.\nSpeaker 1: And you're not injured?\nSpeaker 2: Yes, I am.\nSpeaker 1: Is there blood?\nSpeaker	-6.291748046875	-9.63360595703125	-0.8988211495535714	-1.3762294224330358	7	7	-6.291748046875	-9.63360595703125	-0.8988211495535714	-1.3762294224330358	3.34185791015625	0.4774082728794644	True	True	What do you mean?	just	0.4774082728794644	3.34185791015625	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
11	12	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	32	29	9-1-1, what's your emergency?	9-1-1, what's your emergency?	9-1-1, what's your emergency?\nSpeaker 2: I just got robbed.\nSpeaker 1: What's going on?\nSpeaker 2: My wallet was stolen. I don't know the address of my apartment. Can I give the address of the ATM that I was using when the robbery occurred	-6.807682037353516	-12.012733459472656	-0.6188801852139559	-1.092066678133878	11	11	-6.807682037353516	-12.012733459472656	-0.6188801852139559	-1.092066678133878	5.205051422119141	0.473186492919922	True	True	What do you mean?	just	0.473186492919922	5.205051422119141	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
12	13	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	16	14	911. Where is the robbery?	911. where is the robbery?	911. Where is the robbery?\nSpeaker 2: In the jewelry store. Help!\nSpeaker 1: The police is on the way. Can you describe the robber?\nSpeaker 2: He was wearing a mask and a hat. He was thin.\nSpeaker 1: What did he do with the jewelry?\n	-11.99267578125	-15.23779296875	-1.7132393973214286	-2.1768275669642856	7	7	-11.99267578125	-15.23779296875	-1.7132393973214286	-2.1768275669642856	3.2451171875	0.463588169642857	True	True	What do you mean?	just	0.463588169642857	3.2451171875	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
13	14	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	7	6	9-1-1. What is your emergency?	9-1-1. what is your emergency?	9-1-1. What is your emergency?\nSpeaker 2: Someone stole my phone.\nSpeaker 1: It wasn't that long ago you lost your keys and your wallet.\nSpeaker 2: I know, but my phone is also my wallet and my keys. Please call the police.\nSpeaker 1	-8.688297271728516	-13.698982238769531	-0.7898452065207742	-1.245362021706321	11	11	-8.688297271728516	-13.698982238769531	-0.7898452065207742	-1.245362021706321	5.010684967041016	0.4555168151855469	True	True	What do you mean?	just	0.4555168151855469	5.010684967041016	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
14	15	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	31	28	911, do you need medical assistance?	911, do you need medical assistance?	911, do you need medical assistance?\nSpeaker 2: Yes.\nSpeaker 1: Is there a suspect on the scene?\nSpeaker 2: No.\nSpeaker 1: Do you know who the suspect is?\nSpeaker 2: Yes.\nSpeaker 1: Who?\nSpeaker 2: A black man with	-12.909912109375	-16.45086669921875	-1.613739013671875	-2.056358337402344	8	8	-12.909912109375	-16.45086669921875	-1.613739013671875	-2.056358337402344	3.54095458984375	0.4426193237304687	True	True	What do you mean?	just	0.4426193237304687	3.54095458984375	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
15	16	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	17	15	911 emergency dispatch, what is your emergency?	911 emergency dispatch, what is your emergency?	911 emergency dispatch, what is your emergency?\nSpeaker 2: Someone just robbed me, I think.\nSpeaker 1: It's 911 emergency dispatch. What's your emergency?\nSpeaker 2: I was just robbed.\nSpeaker 1: Is there anything you need us to do?\nSpeaker 2: What	-14.4464111328125	-18.348876953125	-1.6051567925347223	-2.0387641059027777	9	9	-14.4464111328125	-18.348876953125	-1.6051567925347223	-2.0387641059027777	3.9024658203125	0.4336073133680553	True	True	What do you mean?	just	0.4336073133680553	3.9024658203125	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
16	17	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	14	13	111, emergency services.	111, emergency services.	"111, emergency services.\nSpeaker 1: The phone number you have called is out of service.\nWe use the words ""off"" and ""on"" with a lot of things. We use them with light switches and with things that go on the radio or the TV, or we say that trains are on time or"	-11.677734375	-13.7861328125	-2.335546875	-2.7572265625	5	5	-11.677734375	-13.7861328125	-2.335546875	-2.7572265625	2.1083984375	0.4216796875000002	True	True	What do you mean?	just	0.4216796875000002	2.1083984375	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
17	18	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	37	33	911 emergency. What is your emergency?	911 emergency. what is your emergency?	911 emergency. What is your emergency?\nSpeaker 2: My wallet's been stolen.\nSpeaker 1: I'm on my way.\nSpeaker 2: That's very kind of you.\nSpeaker 1: Where are you?\nSpeaker 2: I'm at the bus stop on the High Street.\nSpeaker 	-10.3460693359375	-13.710693359375	-1.2932586669921875	-1.713836669921875	8	8	-10.3460693359375	-13.710693359375	-1.2932586669921875	-1.713836669921875	3.3646240234375	0.4205780029296875	True	True	What do you mean?	just	0.4205780029296875	3.3646240234375	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
18	19	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	39	35	911. I got a robbery.	911. i got a robbery.	911. I got a robbery.\nSpeaker 1: Caller?\nSpeaker 1: Go ahead.\nSpeaker 2: I'm in a situation.\nSpeaker 1: All right, what's happening?\nSpeaker 2: There's a woman in front of my apartment building.\nSpeaker 1: What does she look	-15.640625	-18.54345703125	-2.234375	-2.649065290178572	7	7	-15.640625	-18.54345703125	-2.234375	-2.649065290178572	2.90283203125	0.4146902901785716	True	True	What do you mean?	just	0.4146902901785716	2.90283203125	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
19	20	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	24	21	911. Please, please.	911. please, please.	911. Please, please.\nSpeaker 2: Thank you. I just got robbed on the corner of Seventh Avenue.\nSpeaker 1: And that's where you are now?\nSpeaker 2: Yes.\nSpeaker 1: And what exactly happened?\nSpeaker 2: I just took out some money to pay the	-16.57666015625	-19.0576171875	-2.762776692708333	-3.17626953125	6	6	-16.57666015625	-19.0576171875	-2.762776692708333	-3.17626953125	2.48095703125	0.4134928385416665	True	True	What do you mean?	just	0.4134928385416665	2.48095703125	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
20	21	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	12	11	911, what's the emergency?	911, what's the emergency?	911, what's the emergency?\nSpeaker 2: I've been attacked by a mugger. He was carrying a gun. Help me! Call the police!\nSpeaker 1: Call them yourself. You've got a mobile phone. Press three to speak to the police.\nSpeaker 1: Yes. Who am	-9.177734375	-11.983154296875	-1.3111049107142858	-1.7118791852678572	7	7	-9.177734375	-11.983154296875	-1.3111049107142858	-1.7118791852678572	2.805419921875	0.4007742745535714	True	True	What do you mean?	just	0.4007742745535714	2.805419921875	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
21	22	expanded_data	discourse_particle	35	just_j_8362	just	h	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.		P	But, we just finished eating lunch.	nucleus	base	0.9	1.0	20260416	1023332715	50	50	200	42	42	14 degrees outside.	14 degrees outside.	14 degrees outside.\nSpeaker 2: Yeah. But last night it was - 2 degrees.\nSpeaker 1: Yes. So? Let's go swimming. I have a tank and it's full of water.	-14.0654296875	-15.59765625	-3.516357421875	-3.8994140625	4	4	-14.0654296875	-15.59765625	-3.516357421875	-3.8994140625	1.5322265625	0.383056640625	True	True	I know, but I'm really hot.	just	0.383056640625	1.5322265625	0	"Speaker 1: let's go swimming.
Speaker 2: But, we just finished eating lunch.
Speaker 1: "	"Speaker 1: let's go swimming.
Speaker 2: But, we finished eating lunch.
Speaker 1: "	Speaker 1
22	23	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	1	1	9-1-1, what is the nature of your emergency?	9-1-1, what is the nature of your emergency?	9-1-1, what is the nature of your emergency?\nSpeaker 2: Someone stole my purse.\nSpeaker 1: Are you hurt?\nSpeaker 2: No, but my ID and credit cards are in there.\nSpeaker 1: How did this happen?\nSpeaker 2: I went into a	-10.092769622802734	-15.335006713867188	-0.720912115914481	-1.0953576224190849	14	14	-10.092769622802734	-15.335006713867188	-0.720912115914481	-1.0953576224190849	5.242237091064453	0.3744455065046038	True	True	What do you mean?	just	0.3744455065046038	5.242237091064453	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
23	24	expanded_data	discourse_particle	25	just_j_12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?		P	Someone just robbed me.	nucleus	base	0.9	1.0	20260416	310199087	50	50	200	28	25	911. What is the problem?	911. what is the problem?	911. What is the problem?\nSpeaker 2: Someone robbed me.\nSpeaker 1: How long ago?\nSpeaker 2: Just now.\nSpeaker 1: Where did it happen?\nSpeaker 2: At the ATM machine on the corner of First and Tenth.\nSpeaker 1: What is your name	-11.1923828125	-13.7841796875	-1.5989118303571428	-1.9691685267857144	7	7	-11.1923828125	-13.7841796875	-1.5989118303571428	-1.9691685267857144	2.591796875	0.3702566964285714	True	True	What do you mean?	just	0.3702566964285714	2.591796875	0	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
24	25	expanded_data	discourse_particle	36	just_j_8556	just	h	I think I'm going to go home.	Why? We just got here.	Why? We got here.	I know, but it's 12		P	Why? We just got here.	nucleus	base	0.9	1.0	20260416	1188910665	50	50	200	21	21	26° just isn't cold enough.	26° just isn't cold enough.	26° just isn't cold enough.\nSpeaker 3: Actually, it is.\nSpeaker 4: What? No, it's not. We need more snow.\nSpeaker 1: What do we need snow for? It's already cold.\nSpeaker 2: Do you think Elsa from Frozen can make it snow	-24.349517822265625	-27.173629760742188	-3.043689727783203	-3.396703720092773	8	8	-24.349517822265625	-27.173629760742188	-3.043689727783203	-3.396703720092773	2.8241119384765625	0.3530139923095703	True	True	I know, but it's 12	just	0.3530139923095703	2.8241119384765625	0	"Speaker 1: I think I'm going to go home.
Speaker 2: Why? We just got here.
Speaker 1: "	"Speaker 1: I think I'm going to go home.
Speaker 2: Why? We got here.
Speaker 1: "	Speaker 1
