particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
not	attn	utterance_final_lexical	prompt_without	necessity	gold	3	localized	0.0033460574096552	-0.0054672001822513	0.0121593150015617	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0033460574096552	-0.0121593150015617	0.0054672001822513	patched_minus_baseline
not	attn	utterance_final_lexical	prompt_without	necessity	gold	3	random_mean	0.0052995874016647	0.0035481804089466	0.0070509943943828	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0052995874016647	-0.0070509943943828	-0.0035481804089466	patched_minus_baseline
not	attn	utterance_final_lexical	prompt_without	necessity	gold	5	localized	0.0045146694504956	0.0029444682019151	0.0060848706990761	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0045146694504956	-0.0060848706990761	-0.0029444682019151	patched_minus_baseline
not	attn	utterance_final_lexical	prompt_without	necessity	gold	5	random_mean	0.0045335255246805	0.0040424504527253	0.0050246005966358	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0045335255246805	-0.0050246005966358	-0.0040424504527253	patched_minus_baseline
not	attn	utterance_final_lexical	prompt_without	necessity	gold	10	localized	0.076749156562005	0.039751175264757	0.113747137859253	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.076749156562005	-0.113747137859253	-0.039751175264757	patched_minus_baseline
not	attn	utterance_final_lexical	prompt_without	necessity	gold	10	random_mean	0.0146194826402388	0.013366109877275	0.0158728554032026	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0146194826402388	-0.0158728554032026	-0.013366109877275	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	1	localized	-0.001536293908597	-0.0019753972566198	-0.0010971905605742	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.001536293908597	0.0010971905605742	0.0019753972566198	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	1	random_mean	-0.0006186518293882	-0.0009755032184121	-0.0002618004403642	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0006186518293882	0.0002618004403642	0.0009755032184121	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	3	localized	-0.0369112917741801	-0.0583819550509457	-0.0154406284974145	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0369112917741801	0.0154406284974145	0.0583819550509457	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	3	random_mean	-0.0088601760483558	-0.0139632203788011	-0.0037571317179104	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0088601760483558	0.0037571317179104	0.0139632203788011	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	5	localized	-0.0759964728547522	-0.0807186856019474	-0.0712742601075571	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0759964728547522	0.0712742601075571	0.0807186856019474	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	5	random_mean	-0.0046836114540296	-0.0048050758999403	-0.004562147008119	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0046836114540296	0.004562147008119	0.0048050758999403	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	10	localized	-0.1267517077694697	-0.1595985433412043	-0.093904872197735	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.1267517077694697	0.093904872197735	0.1595985433412043	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	generated	10	random_mean	-0.0055244496495586	-0.0057599819873017	-0.0052889173118156	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0055244496495586	0.0052889173118156	0.0057599819873017	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	1	localized	0.0109571856498215	0.0024179905345738	0.0194963807650692	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0109571856498215	-0.0194963807650692	-0.0024179905345738	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	1	random_mean	0.000339977327521	0.0001051119450928	0.0005748427099491	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.000339977327521	-0.0005748427099491	-0.0001051119450928	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	3	localized	0.0445930516998872	0.0337959207583897	0.0553901826413848	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0445930516998872	-0.0553901826413848	-0.0337959207583897	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	3	random_mean	0.0006518054959081	-0.003937213370224	0.0052408243620403	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0006518054959081	-0.0052408243620403	0.003937213370224	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	5	localized	0.0357442608253568	0.0084500469514899	0.0630384746992237	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0357442608253568	-0.0630384746992237	-0.0084500469514899	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	5	random_mean	0.0166076120688186	0.0115564934305963	0.0216587307070409	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0166076120688186	-0.0216587307070409	-0.0115564934305963	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	10	localized	0.0846149852461772	0.065338850552306	0.1038911199400485	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0846149852461772	-0.1038911199400485	-0.065338850552306	patched_minus_baseline
not	mlp	utterance_final_lexical	prompt_without	necessity	gold	10	random_mean	0.0159558151121854	0.0082977571670321	0.0236138730573387	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0159558151121854	-0.0236138730573387	-0.0082977571670321	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	1	localized	-0.0589457401379566	-0.1006673146895098	-0.0172241655864033	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0589457401379566	0.0172241655864033	0.1006673146895098	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	1	random_mean	-0.0039549695469009	-0.0061440582221989	-0.0017658808716029	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0039549695469009	0.0017658808716029	0.0061440582221989	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	3	localized	-0.11349921234615	-0.1648511580837358	-0.0621472666085643	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.11349921234615	0.0621472666085643	0.1648511580837358	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	3	random_mean	-0.0744626286215947	-0.1008393320476934	-0.0480859251954959	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0744626286215947	0.0480859251954959	0.1008393320476934	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	5	localized	-0.1137713359063353	-0.1656348392146984	-0.0619078325979723	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.1137713359063353	0.0619078325979723	0.1656348392146984	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	5	random_mean	-0.0732396272787117	-0.1116000005258794	-0.034879254031544	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0732396272787117	0.034879254031544	0.1116000005258794	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	10	localized	-0.1957258317602901	-0.2532562667102994	-0.1381953968102808	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.1957258317602901	0.1381953968102808	0.2532562667102994	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	generated	10	random_mean	-0.0439154105592853	-0.0477799159237287	-0.040050905194842	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0439154105592853	0.040050905194842	0.0477799159237287	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	1	localized	0.0271680314312322	0.0234186303415864	0.0309174325208781	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0271680314312322	-0.0309174325208781	-0.0234186303415864	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	1	random_mean	0.0105120321415064	0.0082715710966816	0.0127524931863311	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0105120321415064	-0.0127524931863311	-0.0082715710966816	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	3	localized	0.0757251026774217	0.0483133429983403	0.1031368623565031	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0757251026774217	-0.1031368623565031	-0.0483133429983403	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	3	random_mean	0.0684391627886514	0.0409510808790618	0.0959272446982409	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0684391627886514	-0.0959272446982409	-0.0409510808790618	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	5	localized	0.0802215943636995	0.0559094608499547	0.1045337278774444	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0802215943636995	-0.1045337278774444	-0.0559094608499547	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	5	random_mean	0.0622341232404699	0.0231613034954104	0.1013069429855294	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0622341232404699	-0.1013069429855294	-0.0231613034954104	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	10	localized	0.1409314486206686	0.0807584982233588	0.2011043990179783	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.1409314486206686	-0.2011043990179783	-0.0807584982233588	patched_minus_baseline
not	resid	utterance_final_lexical	prompt_without	necessity	gold	10	random_mean	0.0496865081104673	0.0112423081075504	0.0881307081133842	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0496865081104673	-0.0881307081133842	-0.0112423081075504	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	1	localized	-0.0022092951029503	-0.0030011046703382	-0.0014174855355623	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0022092951029503	0.0014174855355623	0.0030011046703382	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	1	random_mean	-4.2378431783084825e-05	-6.765922513716149e-05	-1.7097638429008162e-05	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	4.2378431783084825e-05	1.7097638429008162e-05	6.765922513716149e-05	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	3	localized	-0.0060165373955541	-0.007789346341952	-0.0042437284491562	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0060165373955541	0.0042437284491562	0.007789346341952	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	3	random_mean	-0.0012153392622336	-0.0023413895393297	-8.92889851374778e-05	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0012153392622336	8.92889851374778e-05	0.0023413895393297	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	5	localized	-0.0094600370193959	-0.0104674838421739	-0.0084525901966179	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0094600370193959	0.0084525901966179	0.0104674838421739	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	5	random_mean	-0.001038347026261	-0.0012965131672234	-0.0007801808852986	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.001038347026261	0.0007801808852986	0.0012965131672234	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	10	localized	-0.0167447794653879	-0.0173537462434157	-0.01613581268736	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0167447794653879	0.01613581268736	0.0173537462434157	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	generated	10	random_mean	-0.0010274191655523	-0.0013659403567064	-0.0006888979743981	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0010274191655523	0.0006888979743981	0.0013659403567064	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	1	localized	0.0066618946480938	-0.0008701348843183	0.014193924180506	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0066618946480938	-0.014193924180506	0.0008701348843183	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	1	random_mean	0.0006704924347649	0.0002329833443581	0.0011080015251718	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0006704924347649	-0.0011080015251718	-0.0002329833443581	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	3	localized	0.0036077893392313	-0.0103246828467497	0.0175402615252123	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0036077893392313	-0.0175402615252123	0.0103246828467497	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	3	random_mean	0.0013253459838127	0.0009257024455601	0.0017249895220652	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0013253459838127	-0.0017249895220652	-0.0009257024455601	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	5	localized	-0.0089794834616952	-0.0241339867931544	0.0061750198697638	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0089794834616952	-0.0061750198697638	0.0241339867931544	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	5	random_mean	0.0034215489518537	0.0004407916571116	0.0064023062465958	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0034215489518537	-0.0064023062465958	-0.0004407916571116	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	10	localized	-0.0095122089303292	-0.0320977885840797	0.0130733707234212	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0095122089303292	-0.0130733707234212	0.0320977885840797	patched_minus_baseline
just	attn	utterance_final_lexical	prompt_without	necessity	gold	10	random_mean	0.0024857869095566	0.0011960906222138	0.0037754831968994	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0024857869095566	-0.0037754831968994	-0.0011960906222138	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	1	localized	-0.0036133556839906	-0.0059317606911475	-0.0012949506768336	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0036133556839906	0.0012949506768336	0.0059317606911475	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	1	random_mean	-0.0014968998339895	-0.0027257661404636	-0.0002680335275154	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0014968998339895	0.0002680335275154	0.0027257661404636	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	3	localized	-0.0079406915498334	-0.0106312104316718	-0.005250172667995	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0079406915498334	0.005250172667995	0.0106312104316718	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	3	random_mean	-0.0007197440895856	-0.0008063171846328	-0.0006331709945385	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0007197440895856	0.0006331709945385	0.0008063171846328	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	5	localized	-0.0090018626684029	-0.0109511983231801	-0.0070525270136256	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0090018626684029	0.0070525270136256	0.0109511983231801	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	5	random_mean	-0.0019358145495091	-0.0036477699051181	-0.0002238591939002	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0019358145495091	0.0002238591939002	0.0036477699051181	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	10	localized	-0.0118538250723398	-0.013893388627985	-0.0098142615166947	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0118538250723398	0.0098142615166947	0.013893388627985	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	generated	10	random_mean	-0.0031345286436029	-0.00590120736601	-0.0003678499211957	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0031345286436029	0.0003678499211957	0.00590120736601	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	gold	1	localized	0.0139444686949341	-0.0003319387068852	0.0282208760967535	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0139444686949341	-0.0282208760967535	0.0003319387068852	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	gold	1	random_mean	0.0053369359787894	-0.0013262349614696	0.0120001069190485	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0053369359787894	-0.0120001069190485	0.0013262349614696	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	gold	3	localized	0.0035390168347635	-0.0166258992704164	0.0237039329399434	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	-0.0035390168347635	-0.0237039329399434	0.0166258992704164	patched_minus_baseline
just	mlp	utterance_final_lexical	prompt_without	necessity	gold	3	random_mean	-0.0031251701618094	-0.004510834902932	-0.0017395054206867	component	expanded_instruct	Expanded Instruct	localization/results/component_patch_runs/20260729_expanded_utterance_final_lexical_Meta-Llama-3-8B-Instruct_not_just_only_full/just	0.0031251701618094	0.0017395054206867	0.004510834902932	patched_minus_baseline
