particle	train_fold	source_row_index	pool_row_index	component	layer_index	position_label	position_order	corruption_mode	clean_patch_position	corrupted_patch_position	clean_log_prob_per_token	corrupted_log_prob_per_token	patched_log_prob_per_token	raw_delta_per_token	restoration	restoration_clipped
just	0	7	129	resid	5	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.598248690366745	0.05264236860805083	0.4001006250065748	0.4001006250065748
just	0	18	207	resid	5	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.45391680483232466	0.010695196034615495	0.10595371792575467	0.10595371792575467
just	0	3	10	resid	6	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.6587365821555808	0.04819144584514479	0.15341557487994198	0.15341557487994198
just	0	5	4	resid	6	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.6479060649871826	0.3192960023880005	0.7427706864440203	0.7427706864440203
just	0	7	129	resid	6	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.5672192937797971	0.08367176519499875	0.635935016510685	0.635935016510685
just	0	18	207	resid	6	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4356541110758196	0.028957889791120572	0.28687609621395643	0.28687609621395643
just	0	3	10	resid	7	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.6598679533711186	0.04706007462960704	0.1498138990557287	0.1498138990557287
just	0	5	4	resid	7	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.5972627275868466	0.3699393397883365	0.8605810761868684	0.8605810761868684
just	0	7	129	resid	7	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.5954130656189389	0.0554779933558569	0.42165237626473934	0.42165237626473934
just	0	18	207	resid	7	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.42418632172701654	0.04042567913992362	0.40048363682961885	0.40048363682961885
just	0	3	10	resid	8	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.6624751400064539	0.04445288799427172	0.14151402281286704	0.14151402281286704
just	0	5	4	resid	8	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.5879057018380416	0.3792963655371415	0.8823481023523532	0.8823481023523532
just	0	7	129	resid	8	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6140325731701322	0.036858485804663665	0.2801375317482686	0.2801375317482686
just	0	18	207	resid	8	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.42214382322211014	0.04246817764483002	0.4207179840778793	0.4207179840778793
just	0	3	10	resid	9	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.6585976150300767	0.048330412970648884	0.15385797126533227	0.15385797126533227
just	0	5	4	resid	9	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.607031132045545	0.36017093532963806	0.8378570695253841	0.8378570695253841
just	0	7	129	resid	9	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6308524906635284	0.02003856831126738	0.15230020832210198	0.15230020832210198
just	0	18	207	resid	9	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.42862956147444875	0.035982439392491405	0.35646595175379225	0.35646595175379225
just	0	3	10	resid	10	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.649546605569345	0.05738142243138067	0.18267150435840207	0.18267150435840207
just	0	5	4	resid	10	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.6200494076076307	0.3471526597675524	0.8075729651105172	0.8075729651105172
just	0	7	129	resid	10	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.640840083360672	0.010050975614123825	0.07639097045724066	0.07639097045724066
just	0	18	207	resid	10	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4299308417136209	0.03468115915331926	0.34357460511953114	0.34357460511953114
just	0	3	10	resid	11	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.6481273218437478	0.058800706156977856	0.1871897383491379	0.1871897383491379
just	0	5	4	resid	11	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.6498940806639822	0.31730798671120086	0.7381460129189082	0.7381460129189082
just	0	7	129	resid	11	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6473773287402259	0.0035137302345699117	0.026705592854743207	0.026705592854743207
just	0	18	207	resid	11	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4169384387501499	0.04767356211679025	0.4722859811722875	0.4722859811722875
just	0	3	10	resid	12	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.6489843880688703	0.05794363993185536	0.18446130168716554	0.18446130168716554
just	0	5	4	resid	12	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.7233056520160875	0.24389641535909556	0.567370422750772	0.567370422750772
just	0	7	129	resid	12	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6543134715822008	-0.0034224126074049455	-0.026011546582341383	0.0
just	0	18	207	resid	12	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.439939959007397	0.024672041859543137	0.24441763903885516	0.24441763903885516
just	0	3	10	resid	13	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.685121602482266	0.021806425518459682	0.06941989907796421	0.06941989907796421
just	0	5	4	resid	13	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.8595516744412874	0.10765039293389567	0.25042454542952075	0.25042454542952075
just	0	7	129	resid	13	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6523832281430563	-0.0014921691682604488	-0.011341013571817927	0.0
just	0	18	207	resid	13	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4532901634249771	0.011321837441963079	0.11216164405444023	0.11216164405444023
just	0	3	10	resid	14	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.6943329396071257	0.012595088393599907	0.0400959691638405	0.0400959691638405
just	0	5	4	resid	14	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9187807974062467	0.048421269968936365	0.11264124719486225	0.11264124719486225
just	0	7	129	resid	14	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6508386532465616	5.240572823417278e-05	0.000398302074447512	0.000398302074447512
just	0	18	207	resid	14	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.45663947180697795	0.007972529059962208	0.07898116990470726	0.07898116990470726
just	0	3	10	resid	15	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7080064835371794	-0.001078455536453804	-0.0034332208383863125	0.0
just	0	5	4	resid	15	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9487678439993608	0.018434223375822345	0.04288309483525355	0.04288309483525355
just	0	7	129	resid	15	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6495615144570669	0.0013295445177289311	0.010105008695145542	0.010105008695145542
just	0	18	207	resid	15	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4623916651073255	0.0022203357596146667	0.021996121250444776	0.021996121250444776
just	0	3	10	resid	16	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7076461491761384	-0.0007181211754128114	-0.002286110554006457	0.0
just	0	5	4	resid	16	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9644884498495805	0.0027136175256026185	0.006312623826054295	0.006312623826054295
just	0	7	129	resid	16	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6491627792517344	0.0017282797230614433	0.013135537318457997	0.013135537318457997
just	0	18	207	resid	16	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4634174903233846	0.0011945105435555714	0.011833615090513578	0.011833615090513578
just	0	3	10	resid	17	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7055823935402764	0.0013456344604492188	0.004283774448092764	0.004283774448092764
just	0	5	4	resid	17	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9687294395346391	-0.0015273721594559753	-0.0035530894807633702	0.0
just	0	7	129	resid	17	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6502342621485392	0.0006567968262566337	0.004991888238239816	0.004991888238239816
just	0	18	207	resid	17	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.46450071794944897	0.00011128291749118446	0.0011024425182721658	0.0011024425182721658
just	0	3	10	resid	18	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7061616756297924	0.0007663523709332543	0.0024396526704163366	0.0024396526704163366
just	0	5	4	resid	18	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9691628719630995	-0.001960804587916365	-0.004561373017064611	0.0
just	0	7	129	resid	18	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.650575707356135	0.0003153516186608085	0.0023967838655293413	0.0023967838655293413
just	0	18	207	resid	18	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4652147188521268	-0.0006027179851866293	-0.005970924813772163	0.0
just	0	3	10	resid	19	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7068411553347552	8.687266597040555e-05	0.0002765557197438947	0.0002765557197438947
just	0	5	4	resid	19	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9704505581604806	-0.003248490785297542	-0.007556886752282148	0.0
just	0	7	129	resid	19	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6507156060801612	0.000175452894634609	0.0013335040701755955	0.0013335040701755955
just	0	18	207	resid	19	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.465185004368163	-0.0005730035012228574	-0.005676553392994364	0.0
just	0	3	10	resid	20	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7072557122619064	-0.00032768426118079397	-0.0010431699739763126	0.0
just	0	5	4	resid	20	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9681011501111483	-0.0008990827359651732	-0.0020915147573670866	0.0
just	0	7	129	resid	20	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6489628652731577	0.0019281937016381034	0.014654954280327759	0.014654954280327759
just	0	18	207	resid	20	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.46544415908947323	-0.0008321582225330748	-0.008243912247564204	0.0
just	0	3	10	resid	21	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7073012502105148	-0.0003732222097891924	-0.001188138244632889	0.0
just	0	5	4	resid	21	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9654356366709659	0.0017664307042172256	0.004109205680354397	0.004109205680354397
just	0	7	129	resid	21	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6494541201326582	0.0014369388421375806	0.010921243554142524	0.010921243554142524
just	0	18	207	resid	21	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.46446367523126436	0.0001483256356757945	0.001469412296201673	0.001469412296201673
just	0	3	10	resid	22	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7080696203090526	-0.0011415923083269996	-0.003634214271621641	0.0
just	0	5	4	resid	22	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9673015945836118	-9.952720842865137e-05	-0.00023152777476547788	0.0
just	0	7	129	resid	22	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6499620576699575	0.0009290013048383061	0.007060738574762478	0.007060738574762478
just	0	18	207	resid	22	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.465137052954289	-0.0005250520873488207	-0.005201514827707004	0.0
just	0	3	10	resid	23	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.706790601765668	0.00013742623505763607	0.00043749102118041943	0.00043749102118041943
just	0	5	4	resid	23	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9676678368919774	-0.0004657695167943343	-0.0010835085347972052	0.0
just	0	7	129	resid	23	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6504501865969764	0.00044087237781942346	0.003350786041316338	0.003350786041316338
just	0	18	207	resid	23	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4645755500124212	3.645085451897678e-05	0.00036110638321696113	0.00036110638321696113
just	0	3	10	resid	24	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7080560172045672	-0.0011279892038416062	-0.003590909322824617	0.0
just	0	5	4	resid	24	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9678317559392828	-0.0006296885640997285	-0.0014648295108748348	0.0
just	0	7	129	resid	24	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.651456935538186	-0.000565876563390133	-0.004300862075084125	0.0
just	0	18	207	resid	24	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4646044174830119	7.583383928255749e-06	7.512603967768201e-05	7.512603967768201e-05
just	0	3	10	resid	25	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7067894052576136	0.00013862274311204903	0.000441300057572606	0.000441300057572606
just	0	5	4	resid	25	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9683541686911332	-0.0011521013159501159	-0.0026801058544461335	0.0
just	0	7	129	resid	25	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6512191924783919	-0.00032813350359606197	-0.002493930712956243	0.0
just	0	18	207	resid	25	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4649687838136104	-0.00035678294667024213	-0.0035345289202618575	0.0
just	0	3	10	resid	26	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7072797528019658	-0.0003517248012401275	-0.0011197020889387548	0.0
just	0	5	4	resid	26	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9696704149246216	-0.0024683475494384766	-0.005742058121513564	0.0
just	0	7	129	resid	26	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.651963108115726	-0.0010720491409301758	-0.008147952735894318	0.0
just	0	18	207	resid	26	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4649110112273902	-0.00029901036045004714	-0.0029621952964176317	0.0
just	0	3	10	resid	27	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7085385145964446	-0.0016104865957189407	-0.005126920817287624	0.0
just	0	5	4	resid	27	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9677972166161788	-0.0005951492409956849	-0.0013844815060785605	0.0
just	0	7	129	resid	27	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6514972249666849	-0.0006061659918891182	-0.004607075985093037	0.0
just	0	18	207	resid	27	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.46474273581253855	-0.0001307349455983986	-0.0012951472328454237	0.0
just	0	3	10	resid	28	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.707448297076755	-0.0005202690760294226	-0.0016562561672830904	0.0
just	0	5	4	resid	28	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9686182800092196	-0.0014162126340364622	-0.003294501724001195	0.0
just	0	7	129	resid	28	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6514677339129977	-0.0005766749382019043	-0.004382933543855083	0.0
just	0	18	207	resid	28	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4651746059718885	-0.0005626051049483216	-0.005573539970689011	0.0
just	0	3	10	resid	29	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7075929332662512	-0.0006649052655255394	-0.0021166997952101934	0.0
just	0	5	4	resid	29	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9665972747300801	0.0006047926451030472	0.0014069147273995668	0.0014069147273995668
just	0	7	129	resid	29	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6514889068073697	-0.0005978478325738834	-0.004543855031535473	0.0
just	0	18	207	resid	29	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.4644275527251394	0.00018444814180074154	0.0018272658420690612	0.0018272658420690612
just	0	3	10	resid	30	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7069276306364272	3.9736429846559673e-07	1.2649936356289294e-06	1.2649936356289294e-06
just	0	5	4	resid	30	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9664318561553955	0.0007702112197875977	0.0017917240183086612	0.0017917240183086612
just	0	7	129	resid	30	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6509854528639052	-9.439388910936763e-05	-0.0007174269514856788	0.0
just	0	18	207	resid	30	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.46470623058185245	-9.422971491229726e-05	-0.0009335021631887982	0.0
just	0	3	10	resid	31	utterance_final_lexical	0	prompt_without	32	31	-0.3928044725347448	-0.7069280280007256	-0.7069280280007256	0.0	0.0	0.0
just	0	5	4	resid	31	utterance_final_lexical	0	prompt_without	25	24	-0.5373304956837704	-0.9672020673751831	-0.9672020673751831	0.0	0.0	0.0
just	0	7	129	resid	31	utterance_final_lexical	0	prompt_without	33	32	-0.5193182362450494	-0.6508910589747958	-0.6508910589747958	0.0	0.0	0.0
just	0	18	207	resid	31	utterance_final_lexical	0	prompt_without	53	52	-0.3636698513700251	-0.46461200086694016	-0.46461200086694016	0.0	0.0	0.0
just	0	22	3	resid	0	utterance_final_lexical	0	prompt_without	39	38	-0.8287898812975202	-1.4369443825313024	-1.4371013300759452	-0.0001569475446427937	-0.00025807182932032776	0.0
just	0	37	101	resid	0	utterance_final_lexical	0	prompt_without	20	19	-0.3864322785408266	-0.5383535738914244	-0.5371440572123374	0.001209516679086975	0.007961468971783726	0.007961468971783726
just	0	43	47	resid	0	utterance_final_lexical	0	prompt_without	24	23	-0.49048052355647087	-0.6851614080369473	-0.7123760133981705	-0.02721460536122322	-0.1397908450737106	0.0
just	0	44	322	resid	0	utterance_final_lexical	0	prompt_without	27	26	-0.7742102278603448	-0.8606619371308221	-0.8566767507129245	0.003985186417897579	0.046097254195742024	0.046097254195742024
just	0	22	3	resid	1	utterance_final_lexical	0	prompt_without	39	38	-0.8287898812975202	-1.4369443825313024	-1.4384615761893136	-0.0015171936580111733	-0.002494750355268595	0.0
just	0	37	101	resid	1	utterance_final_lexical	0	prompt_without	20	19	-0.3864322785408266	-0.5383535738914244	-0.5375103758227441	0.0008431980686802731	0.005550229589172309	0.005550229589172309
just	0	43	47	resid	1	utterance_final_lexical	0	prompt_without	24	23	-0.49048052355647087	-0.6851614080369473	-0.5673100911080837	0.11785131692886353	0.6053563874201644	0.6053563874201644
just	0	44	322	resid	1	utterance_final_lexical	0	prompt_without	27	26	-0.7742102278603448	-0.8606619371308221	-0.8511385652754042	0.00952337185541785	0.11015828299730357	0.11015828299730357
just	0	22	3	resid	2	utterance_final_lexical	0	prompt_without	39	38	-0.8287898812975202	-1.4369443825313024	-1.4310152530670166	0.0059291294642858094	0.009749380218772035	0.009749380218772035
just	0	37	101	resid	2	utterance_final_lexical	0	prompt_without	20	19	-0.3864322785408266	-0.5383535738914244	-0.5371034875992806	0.0012500862921437372	0.00822851259435907	0.00822851259435907
just	0	43	47	resid	2	utterance_final_lexical	0	prompt_without	24	23	-0.49048052355647087	-0.6851614080369473	-0.5463786274194717	0.1387827806174755	0.7128731769830919	0.7128731769830919
just	0	44	322	resid	2	utterance_final_lexical	0	prompt_without	27	26	-0.7742102278603448	-0.8606619371308221	-0.8470781909094917	0.013583746221330406	0.1571252475625623	0.1571252475625623
just	0	22	3	resid	3	utterance_final_lexical	0	prompt_without	39	38	-0.8287898812975202	-1.4369443825313024	-1.4241095611027308	0.012834821428571619	0.021104540708871203	0.021104540708871203
just	0	37	101	resid	3	utterance_final_lexical	0	prompt_without	20	19	-0.3864322785408266	-0.5383535738914244	-0.5425877648015176	-0.0042341909100932495	-0.027870950549241682	0.0
just	0	43	47	resid	3	utterance_final_lexical	0	prompt_without	24	23	-0.49048052355647087	-0.6851614080369473	-0.5496869906783104	0.13547441735863686	0.6958794014120218	0.6958794014120218
just	0	44	322	resid	3	utterance_final_lexical	0	prompt_without	27	26	-0.7742102278603448	-0.8606619371308221	-0.8528816170162625	0.007780320114559536	0.08999613981277829	0.08999613981277829
just	0	22	3	resid	4	utterance_final_lexical	0	prompt_without	39	38	-0.8287898812975202	-1.4369443825313024	-1.4440418822424752	-0.0070974997111727944	-0.011670553612238128	0.0
just	0	37	101	resid	4	utterance_final_lexical	0	prompt_without	20	19	-0.3864322785408266	-0.5383535738914244	-0.5463291983450612	-0.007975624453636865	-0.052498396852337564	0.0
just	0	43	47	resid	4	utterance_final_lexical	0	prompt_without	24	23	-0.49048052355647087	-0.6851614080369473	-0.5744971707463264	0.1106642372906208	0.5684391540850987	0.5684391540850987
just	0	44	322	resid	4	utterance_final_lexical	0	prompt_without	27	26	-0.7742102278603448	-0.8606619371308221	-0.8557125727335612	0.0049493643972609025	0.05725004674894356	0.05725004674894356
just	0	22	3	resid	5	utterance_final_lexical	0	prompt_without	39	38	-0.8287898812975202	-1.4369443825313024	-1.4410250186920166	-0.0040806361607141906	-0.006709867562331077	0.0
just	0	37	101	resid	5	utterance_final_lexical	0	prompt_without	20	19	-0.3864322785408266	-0.5383535738914244	-0.5469156580586587	-0.008562084167234363	-0.05635868327396193	0.0
