id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_followup_with	log_prob_followup_without	normalized_log_prob_with	normalized_log_prob_without	normalized_log_prob_diff	log_prob_with_particle	log_prob_without_particle	log_prob_diff	prob_ratio	include_context
149	not	[NO CONTEXT]	Marry is not in right now, she went shopping with her mum.	Marry is in right now, she went shopping with her mum.	Will it be too late if I call around ten this evening?	-74.60943603515625	-74.27691650390625	-36.910139083862305	-40.34043502807617	0.49471140709963424	0.5431086389531888	-0.0483972318535546	-36.910139083862305	-40.34043502807617	3.430295944213867	30.885781865710005	False
193	not	[NO CONTEXT]	Not today, Honey. Don't eat too much ice cream.	today, Honey. Don't eat too much ice cream.	Mom, can I have one more piece of cake?	-59.0020751953125	-65.29412841796875	-21.973495483398438	-22.532825469970703	0.37241902781656994	0.34509727009036445	0.027321757726205487	-21.973495483398438	-22.532825469970703	0.5593299865722656	1.7494999190797835	False
226	not	[NO CONTEXT]	Our monthly salary can not buy one square meter of the house here.	Our monthly salary can buy one square meter of the house here.	It is depressing to hear the price goes higher and higher.	-71.89630126953125	-71.85797119140625	-36.37076187133789	-36.67321014404297	0.5058780664527921	0.5103568822776456	-0.004478815824853544	-36.37076187133789	-36.67321014404297	0.3024482727050781	1.3531676789071911	False
235	not	[NO CONTEXT]	I'm sorry. He's not in right now.	I'm sorry. He's in right now.	When is he coming back?	-41.54277038574219	-45.7242431640625	-10.410140991210938	-12.895278930664062	0.25058851141963756	0.28202279662442303	-0.03143428520478547	-10.410140991210938	-12.895278930664062	2.485137939453125	12.002775796975698	False
244	not	[NO CONTEXT]	I see. Have a look at this one. It’s very cheap because it’s not very durable.	I see. Have a look at this one. It’s very cheap because it’s very durable.	But it looks good. Let me try it on.	-76.38677978515625	-78.19342041015625	-21.904804229736328	-25.69940948486328	0.2867617183411225	0.3286646031093082	-0.041902884768185655	-21.904804229736328	-25.69940948486328	3.794605255126953	44.46068231466712	False
249	not	[NO CONTEXT]	I already looked, but did not see anything.	I already looked, but did see anything.	Let me show you.	-51.677978515625	-55.177001953125	-12.72153091430664	-13.640810012817383	0.24616928292696755	0.247219122641092	-0.0010498397141244509	-12.72153091430664	-13.640810012817383	0.9192790985107422	2.507482090638355	False
256	not	[NO CONTEXT]	I'm not sure, what about you?	I'm sure, what about you?	Do you think Kentucky fried chicken is good?	-39.784423828125	-42.900634765625	-30.50716209411621	-32.43591117858887	0.7668117106813453	0.7560706585297147	0.010741052151630681	-30.50716209411621	-32.43591117858887	1.9287490844726562	6.88089743431458	False
257	not	[NO CONTEXT]	Maybe not. Could you buy some while you're out?	Maybe. Could you buy some while you're out?	No problems. What color?	-63.66314697265625	-60.178955078125	-23.636512756347656	-23.028451919555664	0.37127465229608736	0.3826661976709278	-0.01139154537484044	-23.636512756347656	-23.028451919555664	-0.6080608367919922	0.544405537345308	False
272	not	[NO CONTEXT]	The price is moderate, but their work is sometimes not satisfactory.	The price is moderate, but their work is sometimes satisfactory.	Is there a better tailor's around here?	-70.26568603515625	-71.75396728515625	-33.06993293762207	-33.54689025878906	0.47064128742834854	0.4675266264438163	0.003114660984532225	-33.06993293762207	-33.54689025878906	0.4769573211669922	1.6111646799585415	False
279	not	[NO CONTEXT]	Ok, not a problem. Let's go to the station.	Ok, a problem. Let's go to the station.	You have to buy a ticket first. You want to go to Shi Da, right?	-55.93121337890625	-61.18194580078125	-48.01476860046387	-49.695783615112305	0.8584610577851692	0.8122622280914401	0.046198829693729127	-48.01476860046387	-49.695783615112305	1.6810150146484375	5.371004853909787	False
288	not	[NO CONTEXT]	Yes, please get some white bread, thick cut, some ham, not the processed stuff, some gouda cheese, some galla apples and...	Yes, please get some white bread, thick cut, some ham, the processed stuff, some gouda cheese, some galla apples and...	Wait. This is sounding like a major list. Why don't you just come with me?	-128.41559505462646	-131.27805137634277	-54.92223358154297	-54.186058044433594	0.4276913061702491	0.4127579399323587	0.014933366237890378	-54.92223358154297	-54.186058044433594	-0.736175537109375	0.4789421136952353	False
302	not	[NO CONTEXT]	I'd better not. Please don't tempt me. Please!	I'd better. Please don't tempt me. Please!	Gee! You are really strong-willed.	-64.22553253173828	-68.80535888671875	-29.761693954467773	-31.74034881591797	0.4633934944760553	0.4613063477828134	0.002087146693241948	-29.761693954467773	-31.74034881591797	1.9786548614501953	7.23300704192964	False
309	not	[NO CONTEXT]	It is. I'm on a diet and strawberry cream cheese cake is not on it.	It is. I'm on a diet and strawberry cream cheese cake is on it.	A diet? What for? You are in great shape.	-78.50054931640625	-79.04547119140625	-29.99613380432129	-29.598590850830078	0.3821136802930911	0.3744501791779819	0.007663501115109217	-29.99613380432129	-29.598590850830078	-0.39754295349121094	0.6719690786097757	False
319	not	[NO CONTEXT]	Not bad.	bad.	I always have the temptation to eat something there.	-30.092041015625	-34.11956787109375	-41.9498176574707	-43.33232879638672	1.3940502618512538	1.2700139978354785	0.12403626401577528	-41.9498176574707	-43.33232879638672	1.3825111389160156	3.9848957006601777	False
320	not	[NO CONTEXT]	Yes, I love them, but they are fragile. It is not convenient to take them.	Yes, I love them, but they are fragile. It is convenient to take them.	You are right. How about paintings and embroidered handkerchiefs?	-73.93218994140625	-76.44732666015625	-40.65291213989258	-44.13312339782715	0.5498675498738963	0.5773010689310211	-0.027433519057124767	-40.65291213989258	-44.13312339782715	3.4802112579345703	32.466580174094595	False
327	not	[NO CONTEXT]	Certainly not.	Certainly.	May I turn on the TV then?	-31.316650390625	-28.27581787109375	-29.38677215576172	-29.76227569580078	0.9383753303501127	1.052569932069998	-0.11419460171988527	-29.38677215576172	-29.76227569580078	0.3755035400390625	1.4557242455413253	False
333	not	[NO CONTEXT]	Yard work? I said' what are we doing for fun', not work!	Yard work? I said' what are we doing for fun', work!	It will be fun. And besides, you'll be in the best company.	-88.46783447265625	-93.85162353515625	-36.2383918762207	-39.410797119140625	0.4096222326705794	0.4199266420189053	-0.010304409348325883	-36.2383918762207	-39.410797119140625	3.172405242919922	23.86481606031597	False
355	not	[NO CONTEXT]	No! My tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!	No! My tour bus got a speeding ticket ten minutes ago. Now my engine is on fire!	I think that's just steam. Your engine's overheated.	-99.04055786132812	-95.01931762695312	-32.44186592102051	-33.43496131896973	0.3275614215182841	0.35187540969548686	-0.02431398817720276	-32.44186592102051	-33.43496131896973	0.9930953979492188	2.6995778203451706	False
360	not	[NO CONTEXT]	Well, I do not know Chinese tea at all.	Well, I do know Chinese tea at all.	This is green tea, you can drink it in summer. It can relieve summer-heat and it is good for maintaining your lungs.	-55.44219970703125	-59.75927734375	-71.46000671386719	-76.92306709289551	1.288910019650691	1.287215483721719	0.001694535928972174	-71.46000671386719	-76.92306709289551	5.46306037902832	235.81801366815836	False
367	not	[NO CONTEXT]	Sorry, but I'm not really that interested in those things.	Sorry, but I'm really that interested in those things.	Well, they are very nice you know.	-53.08685302734375	-60.55987548828125	-25.627012252807617	-26.973445892333984	0.4827374536518065	0.44540127724591394	0.03733617640589254	-25.627012252807617	-26.973445892333984	1.3464336395263672	3.843693062774901	False
379	not	[NO CONTEXT]	It's not special. It can be seen everywhere.	It's special. It can be seen everywhere.	How about the umbrella? It's made of wood and paper. It's very beautiful.	-52.478759765625	-53.525634765625	-45.080135345458984	-44.35681915283203	0.8590167821570297	0.8287023469606506	0.030314435196379108	-45.080135345458984	-44.35681915283203	-0.7233161926269531	0.48514076520130517	False
381	not	[NO CONTEXT]	No, not yet. I'd like to buy a teapot.	No, yet. I'd like to buy a teapot.	Which do you like best?	-57.49188232421875	-62.30657958984375	-16.221345901489258	-16.042407989501953	0.28215019661403457	0.25747534361711194	0.024674852996922625	-16.221345901489258	-16.042407989501953	-0.1789379119873047	0.8361578131623265	False
383	not	[NO CONTEXT]	Oh, no. Carnations are not very elegant. Artificial flowers have no passion.	Oh, no. Carnations are very elegant. Artificial flowers have no passion.	How much did you want to spend?	-88.53497314453125	-88.96710205078125	-22.97943878173828	-22.777633666992188	0.2595521065356273	0.2560231045177915	0.003529002017835847	-22.97943878173828	-22.777633666992188	-0.20180511474609375	0.817254183212482	False
385	not	[NO CONTEXT]	She'd better not start crying like she usually does.	She'd better start crying like she usually does.	I know, but she is going to miss you something awful. Have I told you how proud I am of you?	-55.82318115234375	-57.06768798828125	-49.617889404296875	-57.63009262084961	0.8888402341114817	1.0098550449894492	-0.1210148108779675	-49.617889404296875	-57.63009262084961	8.012203216552734	3017.5581284156906	False
388	not	[NO CONTEXT]	No, you do not have to. The handbag can be taken with you. There is the cart at the entrance.	No, you do have to. The handbag can be taken with you. There is the cart at the entrance.	Thank you. I'd tike to buy some milk powder for my baby. Is there anything that you can recommend for me?	-92.68389892578125	-99.93133544921875	-67.17820739746094	-68.01982116699219	0.7248098987641362	0.680665587637996	0.044144311126140146	-67.17820739746094	-68.01982116699219	0.84161376953125	2.3201080770563363	False
401	not	[NO CONTEXT]	I'm still not sure. The type with top quality, I guess. Well, which one do you recommend?	I'm still sure. The type with top quality, I guess. Well, which one do you recommend?	Do you prefer imported ones or domestic ones?	-97.999267578125	-104.1407470703125	-23.563125610351562	-24.626667022705078	0.24044185423699257	0.2364748450102623	0.003967009226730267	-23.563125610351562	-24.626667022705078	1.0635414123535156	2.8966109403887668	False
413	not	[NO CONTEXT]	No, I'm afraid not. Can I sit over there? There's a table free by the window.	No, I'm afraid. Can I sit over there? There's a table free by the window.	Sorry, sir. That table has been reserved. This way, please. How about this one, sir?	-72.02947998046875	-75.49285888671875	-41.02024841308594	-40.9731502532959	0.5694924970193987	0.5427420667003537	0.026750430319045004	-41.02024841308594	-40.9731502532959	-0.04709815979003906	0.9539937491680747	False
420	not	[NO CONTEXT]	I'm afraid he is not in at the moment.	I'm afraid he is in at the moment.	May I ask what time he will come back?	-44.524627685546875	-48.869873046875	-19.435184478759766	-22.203994750976562	0.43650414363978196	0.4543493438110416	-0.017845200171259623	-19.435184478759766	-22.203994750976562	2.768810272216797	15.939658869394668	False
427	not	[NO CONTEXT]	But Day. I'm not sleepy.	But Day. I'm sleepy.	Well, honey. Turn off the light, lie down and go to sleep.	-56.633056640625	-55.010009765625	-39.18443298339844	-39.31737518310547	0.691900372463562	0.714731288916701	-0.02283091645313906	-39.18443298339844	-39.31737518310547	0.13294219970703125	1.142183977854367	False
435	not	[NO CONTEXT]	I'm not sure. What do you suggest?	I'm sure. What do you suggest?	Well, how about like this?	-40.6336669921875	-47.28955078125	-18.505062103271484	-20.3592472076416	0.4554120627810774	0.4305231678308501	0.02488889495022728	-18.505062103271484	-20.3592472076416	1.8541851043701172	6.386491805291826	False
454	not	[NO CONTEXT]	I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?	I think it’s good, and it suits me, because I'm good at cooking. Is it expensive?	Oh, it is not so expensive. It only costs me 280 dollars.	-88.67852783203125	-91.03912353515625	-42.70556640625	-42.05489921569824	0.48157730456621856	0.4619431468873715	0.019634157678847075	-42.70556640625	-42.05489921569824	-0.6506671905517578	0.5216975889179117	False
460	not	[NO CONTEXT]	The water will not drain.	The water will drain.	Is there anything else wrong with it?	-42.617431640625	-40.388916015625	-18.98035430908203	-22.31829833984375	0.4453659823786527	0.552584732187653	-0.10721874980900031	-18.98035430908203	-22.31829833984375	3.3379440307617188	28.161168649377057	False
467	not	[NO CONTEXT]	I'm afraid I can't. Parking is not allowed here.	I'm afraid I can't. Parking is allowed here.	Oh, that's too bad. Where can you park around here?	-57.14361572265625	-59.55914306640625	-23.003883361816406	-24.96465301513672	0.4025626147541071	0.41915735737335996	-0.016594742619252867	-23.003883361816406	-24.96465301513672	1.9607696533203125	7.104793189044686	False
479	not	[NO CONTEXT]	No, not yet. Is it good?	No, yet. Is it good?	Yes, it's quite amusing, actually. Good plot, and Sharon Stone's in it.	-43.893798828125	-48.628662109375	-59.5917911529541	-60.2775764465332	1.3576357650495858	1.239548320514301	0.11808744453528486	-59.5917911529541	-60.2775764465332	0.6857852935791016	1.9853302906643224	False
480	not	[NO CONTEXT]	Not much. I started exercising.	much. I started exercising.	Trying to get in shape?	-49.453369140625	-54.386962890625	-18.327253341674805	-20.7054443359375	0.3705966582288792	0.3807060228308248	-0.010109364601945559	-18.327253341674805	-20.7054443359375	2.3781909942626953	10.785374401535222	False
482	not	[NO CONTEXT]	Not back home for dinner again? That's the third time this week!	back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	-61.85955810546875	-68.83929443359375	-61.798667907714844	-62.09209632873535	0.999015670340708	0.901986239685139	0.09702943065556902	-61.798667907714844	-62.09209632873535	0.2934284210205078	1.3410171873329582	False
562	not	[NO CONTEXT]	I'm afraid he is not in at the moment.	I'm afraid he is in at the moment.	Then what time do you think he will be in?	-44.524627685546875	-48.869873046875	-19.841060638427734	-21.278213500976562	0.4456199112669579	0.4354055407626479	0.010214370504309955	-19.841060638427734	-21.278213500976562	1.4371528625488281	4.208696006526938	False
569	not	[NO CONTEXT]	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	We're on clearance sale now. Prices have up to twenty percent off. Do miss the chance.	Well, how about fifty percent discount? If so, I'll buy that fur coat.	-89.29156494140625	-96.98687744140625	-56.15239334106445	-55.31269073486328	0.6288655975277401	0.5703110791279979	0.05855451839974213	-56.15239334106445	-55.31269073486328	-0.8397026062011719	0.43183893055443134	False
576	not	[NO CONTEXT]	Oh, please do not mention it any more. Last night he did it for the first time.	Oh, please do mention it any more. Last night he did it for the first time.	Really? Was it delicious?	-80.4710693359375	-86.47503662109375	-19.941049575805664	-20.68487548828125	0.24780395911677303	0.239200540370001	0.008603418746772035	-19.941049575805664	-20.68487548828125	0.7438259124755859	2.1039697396482664	False
588	not	[NO CONTEXT]	I'm sorry. These batteries are not on sale.	I'm sorry. These batteries are on sale.	But that's what the ad said.	-55.137939453125	-55.168701171875	-17.801319122314453	-22.721620559692383	0.32285064147977593	0.41185708702665386	-0.08900644554687792	-17.801319122314453	-22.721620559692383	4.92030143737793	137.04391711991937	False
609	not	[NO CONTEXT]	Please cut the sides shorter, but not so much at the back.	Please cut the sides shorter, but so much at the back.	It's such a hot season, isn't it? May I suggest thinning out the top?	-72.08160400390625	-78.99957275390625	-55.43551063537598	-55.607051849365234	0.769065996816217	0.7038905390360565	0.06517545778016054	-55.43551063537598	-55.607051849365234	0.1715412139892578	1.1871330682135948	False
617	not	[NO CONTEXT]	Oh, it is not easy to learn!	Oh, it is easy to learn!	I think you are a quick learner.	-48.56884765625	-45.01611328125	-20.906532287597656	-22.689376831054688	0.4304514786013733	0.5040278952848914	-0.07357641668351816	-20.906532287597656	-22.689376831054688	1.7828445434570312	5.946748166132897	False
627	not	[NO CONTEXT]	That dress looks lovely on you, but it's not very practical, is it?	That dress looks lovely on you, but it's very practical, is it?	No, I don't have any plans to go to a formal dance any time soon, but I love the way it looks. I just want to try it on! What do you think about this? It's casual, yet sophisticated.	-54.34090805053711	-65.45205688476562	-89.38319396972656	-96.46032238006592	1.644860146367081	1.4737554016047685	0.17110474476231263	-89.38319396972656	-96.46032238006592	7.0771284103393555	1184.5620537195223	False
658	not	[NO CONTEXT]	200 Yuan a week, but smoking is not allowed.	200 Yuan a week, but smoking is allowed.	OK. Can I see the room now?	-69.02276611328125	-71.254150390625	-19.195388793945312	-20.271312713623047	0.2781022824040627	0.28449308008716595	-0.006390797683103244	-19.195388793945312	-20.271312713623047	1.0759239196777344	2.9327012295767165	False
665	not	[NO CONTEXT]	Sure, why not?	Sure, why?	This is a new product of company this year. It's oil-free.	-31.41552734375	-34.650634765625	-57.67543411254883	-56.625864028930664	1.8358894148572407	1.6341941327177674	0.2016952821394733	-57.67543411254883	-56.625864028930664	-1.049570083618164	0.3500882254259197	False
669	not	[NO CONTEXT]	I'm sorry, sir. The rooms are not available now. But would you like to have your dinner in the dinning hall? I can find a table by the window for you.	I'm sorry, sir. The rooms are available now. But would you like to have your dinner in the dinning hall? I can find a table by the window for you.	No, thanks. We have made a reservation before.	-108.27679443359375	-110.42742919921875	-21.523059844970703	-22.36682891845703	0.19877814039065234	0.20254776445176242	-0.0037696240611100884	-21.523059844970703	-22.36682891845703	0.8437690734863281	2.325114007884429	False
677	not	[NO CONTEXT]	I'm not sure. It could be the tires. Let's stop here.	I'm sure. It could be the tires. Let's stop here.	How about the tires?	-65.29071044921875	-71.67950439453125	-14.73872184753418	-14.605491638183594	0.22573995207170455	0.20376105780242967	0.02197889426927488	-14.73872184753418	-14.605491638183594	-0.13323020935058594	0.8752635750549012	False
678	not	[NO CONTEXT]	Yes, it's not very far from here. Follow this road until you get to the traffic lights. You will see a small restaurant at the corner.	Yes, it's very far from here. Follow this road until you get to the traffic lights. You will see a small restaurant at the corner.	Is the restaurant on the right or on the left hand side of the road?	-87.3143310546875	-92.623779296875	-21.311768531799316	-21.425646781921387	0.24408099191014976	0.23131907318582345	0.012761918724326304	-21.311768531799316	-21.425646781921387	0.11387825012207031	1.1206156817558945	False
686	not	[NO CONTEXT]	Why? You're not fat.	Why? You're fat.	I'm considering entering for the beauty contest this summer, so I must have a slender figure.	-42.675048828125	-41.979736328125	-63.72357368469238	-66.15945625305176	1.4932279032963953	1.5759855120559003	-0.082757608759505	-63.72357368469238	-66.15945625305176	2.435882568359375	11.425898401112178	False
692	not	[NO CONTEXT]	Not really.	really.	What did you do for your last move?	-29.732666015625	-34.07659912109375	-28.49602508544922	-30.18077850341797	0.9584080038592602	0.8856746060887212	0.072733397770539	-28.49602508544922	-30.18077850341797	1.68475341796875	5.391121414769502	False
697	not	[NO CONTEXT]	I'm pretty social and outgoing, and I like making new friends. But I'm not a party animal, and I like to keep the apartment clean.	I'm pretty social and outgoing, and I like making new friends. But I'm a party animal, and I like to keep the apartment clean.	I'm like that too. I like to invite friends over sometimes, but I don't want to have lots of crazy parties at the apartment.	-88.64190673828125	-94.64508056640625	-52.80595588684082	-56.11420822143555	0.595722247297235	0.5928909129309038	0.0028313343663312063	-52.80595588684082	-56.11420822143555	3.3082523345947266	27.337307232809074	False
698	not	[NO CONTEXT]	Irish coffee is my favorite. But I'm not particular on it.	Irish coffee is my favorite. But I'm particular on it.	All right. Would you make coffee yourself when you are at home?	-70.89849853515625	-69.03521728515625	-43.560401916503906	-47.37521743774414	0.614405139974914	0.6862470967833199	-0.07184195680840588	-43.560401916503906	-47.37521743774414	3.8148155212402344	45.36838610730032	False
702	not	[NO CONTEXT]	Of course not. But I don't know when to get off.	Of course. But I don't know when to get off.	Where are you going?	-58.01324462890625	-56.33306884765625	-11.920236587524414	-11.93044662475586	0.20547439923029093	0.2117840705078546	-0.006309671277563683	-11.920236587524414	-11.93044662475586	0.010210037231445312	1.0102623375059472	False
717	not	[NO CONTEXT]	I'm not quite sure. What do you have?	I'm quite sure. What do you have?	We have strawberry, chocolate, vanilla and banana.	-43.89599609375	-49.2999267578125	-27.960805892944336	-28.595508575439453	0.6369785033064884	0.5800314616270288	0.05694704167945963	-27.960805892944336	-28.595508575439453	0.6347026824951172	1.8864611801399227	False
726	not	[NO CONTEXT]	Sorry, tomato soup is not being served today, but we have egg soup, it's very delicious. Why don't you try it today?	Sorry, tomato soup is being served today, but we have egg soup, it's very delicious. Why don't you try it today?	It sounds good. I'll try it.	-94.25975799560547	-98.71932220458984	-13.502037048339844	-13.572315216064453	0.1432428571370757	0.13748387765402853	0.005758979483047183	-13.502037048339844	-13.572315216064453	0.07027816772460938	1.072806559912353	False
729	not	[NO CONTEXT]	Yes, my brakes are not working well.	Yes, my brakes are working well.	What's wrong with them?	-50.612060546875	-48.848388671875	-11.417068481445312	-13.749679565429688	0.22557999729869227	0.2814766247007492	-0.05589662740205692	-11.417068481445312	-13.749679565429688	2.332611083984375	10.30481316835399	False
741	not	[NO CONTEXT]	I'm not sure. I don't know very much about the price of pearls.	I'm sure. I don't know very much about the price of pearls.	I see. Let me show you some samples of various qualities. This one is very nice. It's three hundred and fifty dollars.	-62.1305046081543	-68.0103530883789	-58.75913429260254	-58.986392974853516	0.9457372777379748	0.86731490569092	0.07842237204705482	-58.75913429260254	-58.986392974853516	0.22725868225097656	1.2551545121431469	False
768	not	[NO CONTEXT]	OK, it's not far from here.	OK, it's far from here.	I have something important to do, can you fast the speed?	-43.96337890625	-46.48388671875	-48.272796630859375	-47.7396183013916	1.098022896142697	1.0270143413402453	0.07100855480245172	-48.272796630859375	-47.7396183013916	-0.5331783294677734	0.5867371589895752	False
789	not	[NO CONTEXT]	Well, you know, the traffic in Beijing is sometimes dangerous. Therefore, I have to remind you of something. First, you should obey the traffic rules, don't break in the red light. Second, don't play a joke with your friends when riding on the bike. Third, do not hurry up when riding, or would make an accident. Finally, remember come on the left and go on the right!	Well, you know, the traffic in Beijing is sometimes dangerous. Therefore, I have to remind you of something. First, you should obey the traffic rules, don't break in the red light. Second, don't play a joke with your friends when riding on the bike. Third, do hurry up when riding, or would make an accident. Finally, remember come on the left and go on the right!	Oh, my dear sister, I am no longer a baby!	-234.65623474121094	-241.63182067871094	-36.019447326660156	-35.94328308105469	0.15349878670977554	0.1487522751767333	0.00474651153304223	-36.019447326660156	-35.94328308105469	-0.07616424560546875	0.926663993570877	False
790	not	[NO CONTEXT]	I am afraid not. Are there any vacant tables?	I am afraid. Are there any vacant tables?	I don't think so. You have to wait for about 10 minutes.	-62.973876953125	-60.755615234375	-23.0355167388916	-23.406503677368164	0.36579480021594085	0.3852566316228326	-0.019461831406891728	-23.0355167388916	-23.406503677368164	0.3709869384765625	1.4491641449715835	False
796	not	[NO CONTEXT]	No, sir. I'm afraid not.	No, sir. I'm afraid.	Oh, I see. How about the charges?	-38.652099609375	-42.040771484375	-29.13104248046875	-30.572200775146484	0.7536729640788534	0.7272036096318794	0.02646935444697407	-29.13104248046875	-30.572200775146484	1.4411582946777344	4.225587458932221	False
798	not	[NO CONTEXT]	Why not go the youth restaurant? You will have a happy lunch there.	Why go the youth restaurant? You will have a happy lunch there.	Well, thanks for your help.	-84.86773681640625	-87.79644775390625	-15.794610977172852	-16.49447250366211	0.18610854453844122	0.1878717525098074	-0.0017632079713661708	-15.794610977172852	-16.49447250366211	0.6998615264892578	2.013473875369182	False
809	not	[NO CONTEXT]	Not to me, I wouldn't be caught dead in that.	to me, I wouldn't be caught dead in that.	I love that kind of stuff.	-53.56695556640625	-54.93646240234375	-15.887357711791992	-15.286914825439453	0.29658877462424843	0.2782653661511934	0.018323408473055025	-15.887357711791992	-15.286914825439453	-0.6004428863525391	0.5485686287265812	False
818	not	[NO CONTEXT]	It is not too late. Pass your ticket to me, please.	It is too late. Pass your ticket to me, please.	How much is the cancellation fee?	-65.53155517578125	-62.52496337890625	-21.50926399230957	-21.39792251586914	0.3282275834079218	0.3422300687518364	-0.014002485343914628	-21.50926399230957	-21.39792251586914	-0.11134147644042969	0.8946332006023907	False
841	not	[NO CONTEXT]	Well, why not try Spaghetti Bolognese?	Well, why try Spaghetti Bolognese?	OK. I will follow your advice.	-52.5934100151062	-57.86378288269043	-22.789737701416016	-24.674957275390625	0.433319263665737	0.42643180321299	0.006887460452746963	-22.789737701416016	-24.674957275390625	1.8852195739746094	6.587800792822774	False
848	not	[NO CONTEXT]	Your birthday is coming, and I think this dress suits you. Why not try it now?	Your birthday is coming, and I think this dress suits you. Why try it now?	My birthday present? I can't help telling you that I am a happy woman, darling. I will come back soon. ( Go to her bedroom and wear the new dress, then show it to Steven. )	-78.07672119140625	-83.70794677734375	-137.34725379943848	-137.87360763549805	1.7591319371971272	1.6470790760431682	0.11205286115395907	-137.34725379943848	-137.87360763549805	0.5263538360595703	1.6927490024220126	False
861	not	[NO CONTEXT]	We serve different styles of Chinese food here. But I'm not sure which one do you prefer.	We serve different styles of Chinese food here. But I'm sure which one do you prefer.	I have no idea. Could you recommend some to me?	-73.44476318359375	-78.27188110351562	-19.80588150024414	-21.125213623046875	0.26967043859525197	0.2698953101064288	-0.00022487151117683846	-19.80588150024414	-21.125213623046875	1.3193321228027344	3.7409220661925726	False
