source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	11	11	How can you not be into this health kick? Do you really not care about your health?	how can you not be into this health kick? do you really not care about your health?	 How can you not be into this health kick? Do you really not care about your health?\nSpeaker 2: Well, no, I do. I like to be healthy. I just don’t like spending money and time on pointless things.\nSpeaker 1: How do you figure? Going to class is	-24.659080505371094	-30.43080139160156	-1.2978463423879525	-1.6016211258737665	19	19	-24.659080505371094	-30.43080139160156	-1.2978463423879525	-1.6016211258737665	5.771720886230469	0.3037747834858142	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	12	12	You! You! Aren’t you doing cardio every day?!	you! you! aren’t you doing cardio every day?!	 You! You! Aren’t you doing cardio every day?!\nSpeaker 2: What cardio? I’m busy. What’s wrong with a little something like stretching and yoga?\nSpeaker 1: Stretching and yoga?!  I’m just saying, the way you breathe in the gym, you could pass out	-31.586524963378903	-32.02042770385742	-2.6322104136149087	-2.668368975321452	12	12	-31.586524963378903	-32.02042770385742	-2.6322104136149087	-2.668368975321452	0.4339027404785156	0.0361585617065429	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	13	13	￼Really? But the class was so interesting, didn’t you?	￼really? but the class was so interesting, didn’t you?	￼Really? But the class was so interesting, didn’t you?\nSpeaker 2: Nah, it was a little too…fast. I’d rather do something a little less exciting, like weight lifting.\nSpeaker 1: Really? Don’t you like cardio?\nSpeaker 2: I know	-36.32653427124024	-37.007859230041504	-2.4217689514160154	-2.4671906153361003	15	15	-36.32653427124024	-37.007859230041504	-2.4217689514160154	-2.4671906153361003	0.6813249588012695	0.0454216639200848	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	14	14	It’s like a total release!	it’s like a total release!	 It’s like a total release! \nSpeaker 2: For the right kind of people, I suppose. I think I’ll stick to yoga with my aunties.\nSpeaker 1: Nooo! I thought you had the lowest opinion of my aunties. Why aren’t you totally into this?!\nSpeaker	-20.0509033203125	-20.885498046875	-2.864414760044643	-2.983642578125	7	7	-20.0509033203125	-20.885498046875	-2.864414760044643	-2.983642578125	0.8345947265625	0.1192278180803572	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	15	15	30 minutes per day will get you in shape. I swear, exercise, if you stick to it, will really change your life. I’m in it for the long haul.	30 minutes per day will get you in shape. i swear, exercise, if you stick to it, will really change your life. i’m in it for the long haul.	30 minutes per day will get you in shape. I swear, exercise, if you stick to it, will really change your life. I’m in it for the long haul.\nSpeaker 2: This is weird, okay? Why don’t you go to yoga or something and leave me alone?\nSpeaker	-72.35601806640625	-72.441162109375	-1.955568055848817	-1.9578692461993243	37	37	-72.35601806640625	-72.441162109375	-1.955568055848817	-1.9578692461993243	0.08514404296875	0.0023011903505067	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	16	16	I just wish the perfect body was as easy as dropping some coins in the slot machine.	i just wish the perfect body was as easy as dropping some coins in the slot machine.	 I just wish the perfect body was as easy as dropping some coins in the slot machine.\nSpeaker 2: Yeah, how about that. But real-life fitness is more like dealing with a slot machine that’s broken and completely against you. You can lose all your money, or when you do win, you	-45.6002197265625	-46.5267333984375	-2.5333455403645835	-2.5848185221354165	18	18	-45.6002197265625	-46.5267333984375	-2.5333455403645835	-2.5848185221354165	0.926513671875	0.051472981770833	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	17	17	I think you’re just avoiding the fact that you’re actually fat and have no idea how to deal with it. But you know what? I’m taking a fitness class. Why don’t you come with me?	i think you’re just avoiding the fact that you’re actually fat and have no idea how to deal with it. but you know what? i’m taking a fitness class. why don’t you come with me?	"	I think you’re just avoiding the fact that you’re actually fat and have no idea how to deal with it. But you know what? I’m taking a fitness class. Why don’t you come with me?\nSpeaker 2: No. I am not going anywhere. If you think I’m going to join"	-71.82669448852539	-73.06604766845703	-1.670388243919195	-1.6992104108943495	43	43	-71.82669448852539	-73.06604766845703	-1.670388243919195	-1.6992104108943495	1.2393531799316406	0.0288221669751544	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	18	18	1st Mate, listen to me. Do you think there’s a society, or even a subculture where this type of personality can fit in? Like a crew of rogue spacers who would make a difference in the wider society, instead of just fighting each other to the death in a virtual combat environment? It’s	1st mate, listen to me. do you think there’s a society, or even a subculture where this type of personality can fit in? like a crew of rogue spacers who would make a difference in the wider society, instead of just fighting each other to the death in a virtual combat environment? it’s	1st Mate, listen to me. Do you think there’s a society, or even a subculture where this type of personality can fit in? Like a crew of rogue spacers who would make a difference in the wider society, instead of just fighting each other to the death in a virtual combat environment? It’s	-178.83125686645508	-179.52059173583984	-2.7942383885383606	-2.8050092458724976	64	64	-178.83125686645508	-179.52059173583984	-2.7942383885383606	-2.8050092458724976	0.6893348693847656	0.0107708573341369	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	19	19	So, did you at least get a date?	so, did you at least get a date?	 So, did you at least get a date?\nSpeaker 2: Look, if that’s what you really want, we can go. I mean, we can go get some beer and just have a good time.\nSpeaker 1: That’s good. That’s great! When? Where? Let me	-21.97373962402344	-20.96306610107422	-2.197373962402344	-2.0963066101074217	10	10	-21.97373962402344	-20.96306610107422	-2.197373962402344	-2.0963066101074217	-1.0106735229492188	-0.1010673522949221	False	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	20	20	Life’s too short! You’re young, and you have to have fun! Just look at me, I’m glowing, right? No wrinkles, good skin tone, looking hot, sexy and blah blah… blah.	life’s too short! you’re young, and you have to have fun! just look at me, i’m glowing, right? no wrinkles, good skin tone, looking hot, sexy and blah blah… blah.	 Life’s too short! You’re young, and you have to have fun! Just look at me, I’m glowing, right? No wrinkles, good skin tone, looking hot, sexy and blah blah… blah.\nSpeaker 2: And let’s not forget the pleasure. The non-stop orgasmic bliss,	-108.62546920776369	-109.85550689697266	-2.4687606638128106	-2.496716065840288	44	44	-108.62546920776369	-109.85550689697266	-2.4687606638128106	-2.496716065840288	1.2300376892089844	0.027955402027477	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	21	21	Please, don’t be embarrassed about your size. I know you’re trying to get healthier. Just be open to trying new things.	please, don’t be embarrassed about your size. i know you’re trying to get healthier. just be open to trying new things.	 Please, don’t be embarrassed about your size. I know you’re trying to get healthier. Just be open to trying new things. \nSpeaker 2: What do you mean by “new things?”\nSpeaker 1: I know, I know. It’s hard to believe you’ve worked out for 3	-51.08455276489258	-53.19524383544922	-1.8920204727737997	-1.9701942161277488	27	27	-51.08455276489258	-53.19524383544922	-1.8920204727737997	-1.9701942161277488	2.1106910705566406	0.0781737433539495	True	True
