id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_log_prob_delta_per_token_robust_z	removal_upper_iqr_outlier	removal_upper_mad_outlier
2898	just	Can you put me through to May Flower Restaurant, please?	Just a second ... Sorry, the line is engaged.	A second ... Sorry, the line is engaged.	OK, I’ll try later. Thanks anyway.	-26.51995086669922	-33.03360557556152	-1.7679967244466146	-2.3595432553972517	15	14	-19.459932327270508	-19.336506843566895	-1.3899951662336076	-1.3811790602547782	14	14	-106.40332984924316	-112.77941608428955	-2.3645184410942925	-2.5631685473702173	45	44	True	0.5915465309506371	3.982713508141979	True	True
2901	just	Dear, time is up, let’s go there now.	Just a minute. I’m putting on my clothes.	A minute. I’m putting on my clothes.	Have you taken the key to the door?	-24.651844024658203	-32.600067138671875	-1.643456268310547	-2.328576224190848	15	14	-25.49015998840332	-26.0645809173584	-1.9607815375694861	-2.004967762873723	13	13	-112.09319114685059	-120.60437965393066	-2.547572526064786	-2.80475301520769	44	43	True	0.6851199558803012	4.687868005834182	True	True
3363	just	I need to eat something.	You just ate.	You ate.	I know, but I'm hungry again.	-7.711904525756836	-9.989980697631836	-0.9639880657196045	-1.4271400996616908	8	7	-9.719476699829102	-11.356488227844238	-0.7476520538330078	-0.8735760175264798	13	13	-53.14023399353027	-57.04720973968506	-1.7142010965654928	-1.901573657989502	31	30	True	0.46315203394208626	3.0151529308459994	True	False
3537	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.4030122756958	-26.3649263381958	-1.3859294482639857	-2.0280712567842922	14	13	-13.407075881958008	-12.902178764343262	-1.2188250801780007	-1.1729253422130237	11	11	-87.86188983917236	-94.31139945983887	-2.142972922906643	-2.3577849864959717	41	40	True	0.6421418085203066	4.363991499912136	True	True
3545	just	I was wondering if you could help me with something.__eou__Sure, anything you say.__eou__Actually, it’s a little bit silly.	Don’t worry about it, just ask.	Don’t worry about it, ask.	What words do I need to know to buy a pair of shoes?	-10.93984079360962	-16.35536813735962	-0.8415262148930476	-1.3629473447799683	13	12	-32.764442443847656	-32.90228080749512	-1.8202468024359808	-1.8279044893052843	18	18	-116.73147225379944	-122.2677481174469	-1.6917604674463687	-1.7980551193742191	69	68	True	0.5214211298869207	3.4542596014936056	True	False
3597	just	I'm searching for an old music box.__eou__You came to the right place. Any particular decade?__eou__If you had a box made in the' 20s, that would be nice.	We just got one in yesterday, so now we have six.	We got one in yesterday, so now we have six.	Would any of them have dancing figures?	-37.4281063079834	-44.54509878158569	-2.2016533122343174	-2.784068673849106	17	16	-23.859950065612793	-23.759655952453613	-1.9883291721343994	-1.9799713293711345	12	12	-180.8834466934204	-187.88520336151123	-2.289663882195195	-2.408784658480913	79	78	True	0.5824153616147885	3.9139024634334767	True	True
3822	just	Can I help you?__eou__Yes. I'd like to borrow these books.	Just a second. I'll see if I can find them for you.	A second. I'll see if I can find them for you.	Thanks.	-19.616626739501953	-29.485898971557617	-1.0324540389211554	-1.6381054984198675	19	18	-3.5658321380615234	-3.6858930587768555	-0.5943053563435873	-0.6143155097961426	6	6	-72.37345695495605	-82.36279010772705	-1.5077803532282512	-1.7523997895261074	48	47	True	0.6056514594987121	4.089006013869737	True	True
3976	just	Can I help you?__eou__Yes. I'd like to borrow these books.	Just a second. I'll see if I can find them for you.	A second. I'll see if I can find them for you.	Thanks.	-19.616626739501953	-29.485898971557617	-1.0324540389211554	-1.6381054984198675	19	18	-3.5658321380615234	-3.6858930587768555	-0.5943053563435873	-0.6143155097961426	6	6	-72.37345695495605	-82.36279010772705	-1.5077803532282512	-1.7523997895261074	48	47	True	0.6056514594987121	4.089006013869737	True	True
4704	just	All the routine work really browns me off.	Oh, come on.You' Ve just started.	Oh, come on.You' Ve started.	I wish I hadn't chosen this job.	-45.013166427612305	-49.132307052612305	-3.215226173400879	-3.779408234816331	14	13	-21.82746124267578	-23.759681701660156	-1.6790354802058294	-1.8276678232046275	13	13	-137.46234893798828	-143.51859283447266	-3.352740217999714	-3.5879648208618162	41	40	True	0.564182061415452	3.776499203341216	True	True
4928	just	Hey, Mark, long time no see.__eou__Julie! It's good to see you again. How have you been?	Great. I just got back from a week's vacation in Thailand.	Great. I got back from a week's vacation in Thailand.	Really? How was it?	-22.359339237213135	-29.757227420806885	-1.2421855131785076	-1.750425142400405	18	17	-6.645899176597595	-6.980239629745483	-0.6645899176597595	-0.6980239629745484	10	10	-91.33164870738983	-99.06972479820251	-1.5221941451231638	-1.679147877935636	60	59	True	0.5082396292218974	3.354925901917463	True	False
5349	just	Hey, Mike, is Jenny coming with us?__eou__Yes. Why?	Nothing. I'm just asking.	Nothing. I'm asking.	Just asking? But why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?	-11.548984050750732	-16.371371746063232	-1.0499076409773394	-1.6371371746063232	11	10	-76.06705570220947	-80.75892162322998	-2.453775990393854	-2.6051265039751605	31	31	-147.81387090682983	-157.29739618301392	-2.309591732919216	-2.4967840663970464	64	63	True	0.5872295336289839	3.9501813006249713	True	True
5636	just	The time has come to say goodbye.	So soon. It seems as if you just got here.	So soon. It seems as if you got here.	I feel that way, too. But all good things must come to an end, as they say.	-29.221376419067383	-38.25171089172363	-1.8263360261917114	-2.550114059448242	16	15	-26.64189052581787	-28.220083236694336	-1.0656756210327147	-1.1288033294677735	25	25	-88.9607458114624	-99.58109855651855	-1.678504637952121	-1.9150211260868952	53	52	True	0.7237780332565307	4.979189149144601	True	True
5815	just	What time is it, Tom?	Just a minute. It's ten to nine by my watch.	A minute. It's ten to nine by my watch.	Is it? I had no idea it was so late. I must be off now.	-29.570207595825195	-37.706682205200195	-1.7394239762250114	-2.356667637825012	17	16	-29.643295764923096	-30.511067867279053	-1.3474225347692317	-1.386866721239957	22	22	-95.31211137771606	-104.32404851913452	-1.9062422275543214	-2.129062214676215	50	49	True	0.6172436616000008	4.176363011393607	True	True
5953	just	Do you like traveling?	Yes, I've just come back from Scotland.	Yes, I've come back from Scotland.	Where did you visit?	-21.257381439208984	-29.594417572021484	-1.5183843885149275	-2.276493659386268	14	13	-10.274443626403809	-10.607049942016602	-1.141604847378201	-1.1785611046685114	9	9	-65.77719593048096	-74.45157623291016	-2.05553737282753	-2.4016637494487147	32	31	True	0.7581092708713406	5.237903913872086	True	True
6095	just	Hey, Joshua! Is Anny coming with us?__eou__Yes, why?	Nothing. I'm just asking.	Nothing. I'm asking.	Just asking? But why is your face burning like mad? Aha, someone has a crush on Anny, doesn't he?	-10.985286712646484	-15.518829345703125	-0.9986624284224077	-1.5518829345703125	11	10	-65.9051833152771	-71.51920461654663	-2.1259736553315194	-2.3070711166627946	31	31	-151.08462381362915	-161.22288274765015	-2.324378827901987	-2.5191075429320335	65	64	True	0.5532205061479047	3.6938946603908787	True	True
6138	just	Hi, Jim. How are you? I haven't seen you for a while.	I'm fine. I've been out of town. I just got back.	I'm fine. I've been out of town. I got back.	Where were you?	-19.772751808166504	-27.487717628479004	-0.9886375904083252	-1.4467219804462634	20	19	-6.209147930145264	-6.063182353973389	-0.776143491268158	-0.7578977942466736	8	8	-69.72329378128052	-77.29229402542114	-1.422924362883276	-1.610256125529607	49	48	True	0.4580843900379382	2.976963969670339	True	False
6311	just	What's the weather like?	I don't know. I just woke up.	I don't know. I woke up.	Why don't you look outside?	-13.694976806640625	-19.572206497192383	-0.9782126290457589	-1.5055543459378755	14	13	-11.286513328552246	-12.033401489257812	-1.0260466662320225	-1.0939455899325283	11	11	-57.44984149932861	-64.08645057678223	-1.6414240428379603	-1.8848956051994772	35	34	True	0.5273417168921166	3.4988762066764347	True	False
6728	just	Hello! Let me introduce myself. My name is Nancy.__eou__Nice to meet you, I'am Simon. I don't think I' Ve seen you around before.	No, I just started working here at IBM, I am in the sale department.	No, I started working here at IBM, I am in the sale department.	What do you do there?	-42.31977081298828	-49.43903350830078	-2.0152271815708707	-2.4719516754150392	21	20	-9.285444259643555	-9.32813835144043	-0.9285444259643555	-0.9328138351440429	10	10	-156.7033233642578	-163.8915252685547	-2.176435046725803	-2.3083313418106295	72	71	True	0.4567244938441686	2.966716007514931	True	False
7379	just	Hi, Mark! Long time no see!__eou__Hi, Alex!__eou__Where have you been?	I just got back from London.	I got back from London.	How was your flight?	-10.187153220176697	-15.831501364707947	-0.9261048381978815	-1.5831501364707947	11	10	-10.626264572143555	-10.831359624862671	-1.180696063571506	-1.203484402762519	9	9	-79.88064515590668	-85.73008835315704	-1.5976129031181336	-1.7495936398603478	50	49	True	0.6570452982729132	4.476301836295139	True	True
7654	just	Hello! Let me introduce myself. My name is Nancy.__eou__Nice to meet you, I'am Seven. I don't think I' Ve seen you around before.	No, I just started working here at IBM, I am assigned sale department.	No, I started working here at IBM, I am assigned sale department.	What do you do there?	-55.46281814575195	-61.39304733276367	-2.7731409072875977	-3.2312130175138774	20	19	-9.828208923339844	-9.971151351928711	-0.9828208923339844	-0.9971151351928711	10	10	-176.74732780456543	-182.7898063659668	-2.4893989831628933	-2.6112829480852398	71	70	True	0.4580721102262797	2.9768714309561872	True	False
8168	just	Do you like traveling?	Yes. I’Ve just come back from Scotland.	Yes. I’Ve come back from Scotland.	Where did you visit?	-32.23324203491211	-39.782283782958984	-2.1488828023274738	-2.8415916987827847	15	14	-10.195795059204102	-10.461919784545898	-1.1328661176893446	-1.162435531616211	9	9	-76.67723083496094	-84.46960067749023	-2.323552449544271	-2.63967502117157	33	32	True	0.692708896455311	4.745057059063873	True	True
8211	just	What time is it, Tom?	Just a minute. It’s ten to nine by my watch.	A minute. It’s ten to nine by my watch.	Is it? I have no idea if I’m so late. I must be off now.	-29.500017166137695	-37.511003494262695	-1.7352951274198645	-2.3444377183914185	17	16	-50.44996166229248	-50.30892372131348	-2.1934765940127163	-2.187344509622325	23	23	-116.06335735321045	-123.91035652160645	-2.2757521049649108	-2.478207130432129	51	50	True	0.609142590971554	4.115314627260341	True	True
8252	just	Hey, Jack! Is Jenny coming with us?__eou__Yes. Why?	Nothing. I am just asking.	Nothing. I am asking.	Just asking?! Why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?	-14.862034320831299	-19.3044171333313	-1.3510940291664817	-1.93044171333313	11	10	-73.56297779083252	-79.1908049583435	-2.452099259694417	-2.63969349861145	30	30	-152.72998476028442	-162.83472633361816	-2.424285472385467	-2.626366553768035	63	62	True	0.5793476841666483	3.8907849324501766	True	True
8333	just	You look so tan and healthy!	Thanks. I just got back from summer camp.	Thanks. I got back from summer camp.	How was it?	-15.391719818115234	-20.717487335205078	-1.0994085584368025	-1.593652871938852	14	13	-6.805082321166992	-6.480037689208984	-0.850635290145874	-0.810004711151123	8	8	-65.64300155639648	-70.65174293518066	-1.989181865345348	-2.2078669667243958	33	32	True	0.49424431350204956	3.2494594210881984	True	False
8362	just	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.	-25.25265884399414	-29.88644790649414	-2.1043882369995117	-2.7169498096812856	12	11	-10.247942924499512	-11.981444358825684	-0.7883033018845779	-0.9216495660635141	13	13	-74.04344654083252	-80.41800785064697	-2.1777484276715446	-2.436909328807484	34	33	True	0.6125615726817739	4.141079531476481	True	True
8538	just	And so, that concludes my outline for our marketing strategy next year. Thank you very much for your time.__eou__Hey, that was quite the presentation! Honestly, I was completely blown away by your strategy outline. I've gotta say, Alex, you really wowed me today.	Aw, come on, it was nothing. I'm just doing my job.	Aw, come on, it was nothing. I'm doing my job.	No, I think you deserve some recognition here; I mean, if I look back on your previous presentations, this is a huge improvement.	-23.712265491485596	-32.135849475860596	-1.1856132745742798	-1.691360498729505	20	19	-63.139527559280396	-63.2127583026886	-1.9731102362275124	-1.9753986969590187	32	32	-247.38790822029114	-255.914142370224	-2.1326543812094063	-2.2253403684367306	116	115	True	0.5057472241552252	3.336143532412919	True	False
8556	just	I think I'm going to go home.	Why? We just got here.	Why? We got here.	I know, but it's 12	-10.560247421264648	-17.59296226501465	-0.9600224928422407	-1.7592962265014649	11	10	-15.163446426391602	-14.516141891479492	-1.2636205355326335	-1.2096784909566243	12	12	-62.14656066894531	-68.5461311340332	-1.7262933519151475	-1.9584608895438058	36	35	True	0.7992737336592242	5.548112780350771	True	True
8904	just	Hey, Mark, long time no see.__eou__Julie! It's good to see you again. How have you been?	Great. I just got back from a week's vacation in Thailand.	Great. I got back from a week's vacation in Thailand.	Really? How was it?	-22.359339237213135	-29.757227420806885	-1.2421855131785076	-1.750425142400405	18	17	-6.645899176597595	-6.980239629745483	-0.6645899176597595	-0.6980239629745484	10	10	-91.33164870738983	-99.06972479820251	-1.5221941451231638	-1.679147877935636	60	59	True	0.5082396292218974	3.354925901917463	True	False
9003	just	Hi, Mark! Long time no see!__eou__Hi, Alex!__eou__Where have you been?	I just got back from London.	I got back from London.	How was your flight?	-10.187153220176697	-15.831501364707947	-0.9261048381978815	-1.5831501364707947	11	10	-10.626264572143555	-10.831359624862671	-1.180696063571506	-1.203484402762519	9	9	-79.88064515590668	-85.73008835315704	-1.5976129031181336	-1.7495936398603478	50	49	True	0.6570452982729132	4.476301836295139	True	True
9072	just	Look, who's here, Peter!__eou__Oh, Tom! I thought you were in Paris.	Just got back.Good to see you!	Got back.Good to see you!	Good to see you too!	-24.800101280212402	-33.9890661239624	-1.9077000984778771	-2.8324221769968667	13	12	-6.030921936035156	-6.373269081115723	-0.6030921936035156	-0.6373269081115722	10	10	-101.98871898651123	-111.5200309753418	-2.0397743797302246	-2.2759189994967715	50	49	True	0.9247220785189896	6.493471622056083	True	True
9308	just	Excuse me, I'm looking for the airport bus stop. Do you know where it is?__eou__Here it is.__eou__When does the bus come?	You just missed one.	You missed one.	How about the next one?	-13.24393081665039	-16.01004409790039	-1.47154786851671	-2.001255512237549	9	8	-10.991769790649414	-10.97622013092041	-1.0991769790649415	-1.097622013092041	10	10	-98.12670755386353	-100.85013055801392	-1.6086345500633366	-1.6808355093002318	61	60	True	0.5297076437208388	3.5167054562281974	True	True
9360	just	Can I see your ticket please?__eou__Here you are.__eou__Ok, Mr. Smith. Do you have any bags to check?	Just this one.	This one.	And would you prefer a window seat or an aisle seat?	-5.549022674560547	-9.284862518310547	-0.6936278343200684	-1.326408931187221	8	7	-18.878551483154297	-19.663437843322754	-1.1799094676971436	-1.2289648652076721	16	16	-93.31529235839844	-97.85259628295898	-1.5297588911212858	-1.630876604715983	61	60	True	0.6327810968671526	4.293450660685797	True	True
9381	just	I'd like to make a reservation to Los Angels for next Monday.	Just a second and I'll check the schedule.	A second and I'll check the schedule.	I'll need an economy ticket with an open return.	-20.502025604248047	-31.764759063720703	-1.4644304003034319	-2.4434430049015927	14	13	-28.875659942626953	-28.80069923400879	-1.9250439961751302	-1.920046615600586	15	15	-112.69403076171875	-123.85320091247559	-2.397745335355718	-2.692460889401643	47	46	True	0.9790126045981609	6.902596420849967	True	True
9465	just	Oh, you look kind of pale. What's the matter?__eou__I feel sick.	Do you? Just a minute. Let me get the airsick bag ready ... Here.	Do you? A minute. Let me get the airsick bag ready ... Here.	Thank you.	-54.93071794509888	-61.90532732009888	-2.4968508156863125	-2.947872729528518	22	21	-4.610130310058594	-4.444735527038574	-0.6585900442940849	-0.6349622181483677	7	7	-112.49690103530884	-119.30611562728882	-2.0832759450983116	-2.2510587854205437	54	53	True	0.45102191384220536	2.9237422685515813	True	False
10130	just	I should tell you that I'm checking out in about 30 minutes.__eou__I'm ready when you are, sir.__eou__Very good! Now, it's still morning here in New York.	You are so right, sir. The clock just struck nine.	You are so right, sir. The clock struck nine.	I'm going to spend some time exploring the city. What can I do with my luggage?	-33.44676470756531	-38.743149757385254	-1.9674567475038416	-2.4214468598365784	17	16	-41.00505709648132	-40.84607267379761	-1.7828285694122314	-1.7759162032085916	23	23	-193.68897223472595	-198.80781984329224	-2.152099691496955	-2.2337957285763173	90	89	True	0.4539901123327368	2.946110141879021	True	False
10131	just	Do you know that I'm checking out in about 30 minutes?	Just say the word, sir.	Say the word, sir.	Excellent! Now, as you know, the day has barely begun.	-19.146421432495117	-22.198179244995117	-1.740583766590465	-2.2198179244995115	11	10	-42.69607448577881	-43.30614471435547	-2.3720041380988226	-2.405896928575304	18	18	-120.58104419708252	-124.26203727722168	-2.5655541318528194	-2.701348636461341	47	46	True	0.47923415790904644	3.1363452678398596	True	False
10145	just	Can I see your ticket please?__eou__Here you are.__eou__Ok, Mr. Smith. Do you have any bags to check?	Just this one.	This one.	And would you prefer a window seat or an aisle seat?	-5.549022674560547	-9.284862518310547	-0.6936278343200684	-1.326408931187221	8	7	-18.878551483154297	-19.663437843322754	-1.1799094676971436	-1.2289648652076721	16	16	-93.31529235839844	-97.85259628295898	-1.5297588911212858	-1.630876604715983	61	60	True	0.6327810968671526	4.293450660685797	True	True
11457	just	The time has come to say goodbye.	So soon. It seems as if you just got here.	So soon. It seems as if you got here.	I feel that way, too. But all good things must come to an end, as they say.	-29.221376419067383	-38.25171089172363	-1.8263360261917114	-2.550114059448242	16	15	-26.64189052581787	-28.220083236694336	-1.0656756210327147	-1.1288033294677735	25	25	-88.9607458114624	-99.58109855651855	-1.678504637952121	-1.9150211260868952	53	52	True	0.7237780332565307	4.979189149144601	True	True
11852	just	And so, that concludes my outline for our marketing strategy next year. Thank you very much for your time.__eou__Hey, that was quite the presentation! Honestly, I was completely blown away by your strategy outline. I've gotta say, Alex, you really wowed me today.	Aw, come on; it was nothing. I'm just doing my job.	Aw, come on; it was nothing. I'm doing my job.	No, I think you deserve some recognition here; I mean, if I look back on your previous presentations, this is a huge improvement.	-28.106552600860596	-36.584579944610596	-1.4053276300430297	-1.925504207611084	20	19	-60.95249915122986	-60.99803829193115	-1.904765598475933	-1.9061886966228485	32	32	-249.6182382106781	-258.13252782821655	-2.151881363885156	-2.2446306767671005	116	115	True	0.5201765775680542	3.4448808524959964	True	False
12589	just	I am really excited!__eou__Why are you so excited?	I just got done voting.	I got done voting.	This was your first time voting, wasn’t it?	-18.83159351348877	-24.40483570098877	-1.883159351348877	-2.7116484112209744	10	9	-19.611130237579346	-19.84715747833252	-1.3074086825052897	-1.3231438318888347	15	15	-82.6783127784729	-88.48367595672607	-1.8790525631471113	-2.0577599059703737	44	43	True	0.8284890598720975	5.768274847690273	True	True
